order_id,customer_id,order_date,order_status,promotion_id,order_channel,order_value,attributed_to_promo,customer_segment_at_time,missing_promotion_flag,promo_attributed_without_promotion_id_flag,invalid_order_value_flag,invalid_promotion_reference_flag
25,1835,2025-06-22,PAID,,Email,44.43,False,Low_Value,True,False,False,False
26,246,2025-01-16,PAID,510.0,Push,226.84,True,New_Customer,False,False,False,False
27,1466,2024-10-19,PAID,,Social,121.04,False,New_Customer,True,False,False,False
28,869,2025-01-10,PAID,,Social,499.56,False,High_Value,True,False,False,False
29,288,2025-03-13,PAID,,SMS,364.82,False,High_Value,True,False,False,False
30,462,2025-02-15,CANCEL,,Email,390.31,False,High_Value,True,False,False,False
31,1808,2025-01-07,PAID,,Direct,295.73,False,High_Value,True,False,False,False
32,1849,2024-09-25,CANCEL,,Email,41.66,False,Low_Value,True,False,False,False
33,1879,2024-10-11,PAID,,Email,349.33,False,High_Value,True,False,False,False
34,1026,2024-09-17,PAID,,Email,442.98,False,High_Value,True,False,False,False
35,1342,2024-07-13,PAID,1427.0,Social,153.7,True,Low_Value,False,False,False,False
36,332,2024-11-05,PAID,,Social,84.39,False,Medium_Value,True,False,False,False
37,662,2024-07-12,PAID,,Email,185.6,False,High_Value,True,False,False,False
38,1077,2025-03-31,PAID,,Direct,232.51,False,High_Value,True,False,False,False
39,1437,2024-12-21,PAID,,Social,84.6,False,Medium_Value,True,False,False,False
40,1695,2024-09-10,PAID,,Push,314.93,False,High_Value,True,False,False,False
41,666,2025-06-10,PAID,,Push,258.61,False,High_Value,True,False,False,False
42,1349,2025-06-19,PAID,,SMS,110.17,False,Medium_Value,True,False,False,False
43,552,2024-11-03,PAID,,Direct,103.23,False,Low_Value,True,False,False,False
44,715,2025-04-14,CANCEL,,Email,213.92,False,Medium_Value,True,False,False,False
45,799,2024-08-04,PAID,,Email,530.89,False,High_Value,True,False,False,False
46,615,2025-01-25,PAID,815.0,SMS,39.74,True,Low_Value,False,False,False,False
47,1149,2024-08-07,CANCEL,126.0,SMS,347.55,True,High_Value,False,False,False,False
48,303,2024-08-25,PAID,,SMS,237.11,False,High_Value,True,False,False,False
49,1519,2024-09-21,PAID,,SMS,79.34,False,Low_Value,True,False,False,False
50,537,2025-05-03,PAID,,Push,99.57,False,Low_Value,True,False,False,False
51,1973,2024-07-29,PAID,,Direct,60.41,False,New_Customer,True,False,False,False
52,629,2025-04-23,CANCEL,,Push,111.24,False,New_Customer,True,False,False,False
53,1684,2024-08-22,PAID,,Push,87.22,False,Medium_Value,True,False,False,False
54,1415,2025-04-22,PAID,163.0,SMS,136.77,True,Low_Value,False,False,False,False
55,1500,2025-04-18,PAID,,Social,183.09,False,New_Customer,True,False,False,False
56,463,2025-05-19,PAID,242.0,Direct,246.25,True,Medium_Value,False,False,False,False
57,1937,2025-03-26,PAID,,Push,28.46,False,Low_Value,True,False,False,False
58,19,2025-06-02,CANCEL,,Email,622.0,False,High_Value,True,False,False,False
59,1975,2025-05-06,PAID,493.0,Push,178.51,True,New_Customer,False,False,False,False
60,352,2025-03-11,PAID,113.0,Direct,36.91,True,Low_Value,False,False,False,False
61,1971,2024-11-11,CANCEL,,Social,340.64,False,High_Value,True,False,False,False
62,418,2025-01-02,PAID,1371.0,Social,554.58,True,High_Value,False,False,False,False
63,1493,2025-05-19,PAID,,SMS,40.63,False,Low_Value,True,False,False,False
64,162,2025-05-02,PAID,,Email,249.17,False,High_Value,True,False,False,False
65,1093,2025-03-24,CANCEL,,Direct,86.09,False,New_Customer,True,False,False,False
66,230,2025-02-01,PAID,,Email,171.97,False,Medium_Value,True,False,False,False
67,548,2025-02-24,PAID,,Direct,285.49,False,High_Value,True,False,False,False
68,176,2024-10-24,PAID,825.0,Social,87.59,True,Low_Value,False,False,False,False
69,1154,2024-09-29,PAID,,SMS,375.63,False,High_Value,True,False,False,False
70,1917,2025-03-15,PAID,,SMS,104.44,False,New_Customer,True,False,False,False
71,1522,2024-11-09,PAID,,Direct,85.59,False,New_Customer,True,False,False,False
72,1758,2025-03-11,PAID,,Direct,165.17,False,High_Value,True,False,False,False
73,632,2024-08-28,PAID,,Push,362.07,False,High_Value,True,False,False,False
74,1488,2025-04-18,PAID,,Push,109.77,False,Low_Value,True,False,False,False
75,473,2025-01-24,PAID,,Email,122.13,False,New_Customer,True,False,False,False
76,274,2024-09-13,PAID,756.0,Social,156.97,True,New_Customer,False,False,False,False
77,1170,2024-11-16,PAID,,Email,162.84,False,Medium_Value,True,False,False,False
78,413,2025-02-08,PAID,,SMS,94.52,False,Medium_Value,True,False,False,False
79,515,2024-11-05,PAID,,Social,91.17,False,New_Customer,True,False,False,False
80,575,2025-03-22,PAID,1051.0,Email,68.82,True,New_Customer,False,False,False,False
81,1545,2025-02-03,PAID,,Social,116.05,False,New_Customer,True,False,False,False
82,1524,2025-02-26,PAID,,Social,86.37,False,Low_Value,True,False,False,False
83,493,2025-06-25,PAID,,Direct,418.19,False,High_Value,True,False,False,False
84,1016,2025-01-24,CANCEL,,Direct,178.82,False,High_Value,True,False,False,False
85,1003,2024-07-08,PAID,,Social,84.68,False,New_Customer,True,False,False,False
86,1444,2025-05-07,PAID,,Social,262.14,False,High_Value,True,False,False,False
87,290,2024-10-29,PAID,,Direct,167.65,False,Medium_Value,True,False,False,False
88,274,2025-01-12,PAID,814.0,Social,203.14,True,New_Customer,False,False,False,False
89,320,2025-04-24,PAID,279.0,Email,67.16,True,Low_Value,False,False,False,False
90,1562,2024-07-27,PAID,,Direct,498.56,False,High_Value,True,False,False,False
91,688,2024-11-06,PAID,,Email,41.38,False,New_Customer,True,False,False,False
92,1049,2025-01-17,PAID,,Push,59.67,False,Low_Value,True,False,False,False
93,334,2025-01-27,PAID,,Push,122.67,False,Medium_Value,True,False,False,False
94,478,2024-11-17,PAID,,SMS,179.72,False,New_Customer,True,False,False,False
95,66,2025-05-27,CANCEL,,Direct,585.38,False,High_Value,True,False,False,False
96,1801,2025-05-23,CANCEL,,Direct,392.86,False,High_Value,True,False,False,False
97,1201,2024-08-10,PAID,,Direct,94.41,False,New_Customer,True,False,False,False
98,1876,2025-05-16,CANCEL,,Push,57.46,False,Medium_Value,True,False,False,False
99,210,2024-08-09,CANCEL,,SMS,66.83,False,New_Customer,True,False,False,False
100,1958,2024-08-22,PAID,,Direct,141.83,False,Medium_Value,True,False,False,False
101,734,2025-04-21,PAID,,SMS,166.39,False,Medium_Value,True,False,False,False
102,1859,2024-11-19,PAID,1407.0,SMS,219.32,True,New_Customer,False,False,False,False
103,1475,2025-04-05,CANCEL,,Direct,131.71,False,Medium_Value,True,False,False,False
104,297,2024-09-19,PAID,,Direct,106.57,False,Low_Value,True,False,False,False
105,904,2024-10-04,CANCEL,56.0,Push,69.53,True,Low_Value,False,False,False,False
106,49,2025-02-17,PAID,,Social,40.72,False,New_Customer,True,False,False,False
107,1856,2024-11-04,PAID,,Push,189.47,False,High_Value,True,False,False,False
108,1079,2024-10-05,PAID,211.0,Social,138.54,True,Low_Value,False,False,False,False
109,491,2024-08-11,PAID,,Email,153.6,False,New_Customer,True,False,False,False
110,1286,2024-10-19,PAID,,SMS,133.49,False,New_Customer,True,False,False,False
111,1066,2025-04-11,PAID,,SMS,253.81,False,High_Value,True,False,False,False
112,1838,2024-12-02,PAID,,Direct,100.96,False,Medium_Value,True,False,False,False
113,230,2025-01-03,PAID,,Push,128.46,False,Medium_Value,True,False,False,False
114,1123,2024-09-17,PAID,,Direct,88.64,False,New_Customer,True,False,False,False
115,457,2025-06-27,PAID,,Email,395.27,False,High_Value,True,False,False,False
116,586,2024-11-07,PAID,1407.0,Direct,43.59,True,Low_Value,False,False,False,False
117,1929,2024-09-21,PAID,,Push,167.42,False,Medium_Value,True,False,False,False
118,1510,2024-10-31,PAID,,Push,96.43,False,New_Customer,True,False,False,False
119,135,2024-12-07,CANCEL,,Push,386.67,False,High_Value,True,False,False,False
120,626,2024-10-11,PAID,,SMS,255.64,False,High_Value,True,False,False,False
121,1861,2025-05-07,PAID,,Email,46.61,False,Low_Value,True,False,False,False
122,1509,2025-03-03,PAID,,Push,211.63,False,High_Value,True,False,False,False
123,1581,2024-11-13,PAID,,SMS,159.88,False,Medium_Value,True,False,False,False
124,990,2025-05-18,PAID,,SMS,290.99,False,High_Value,True,False,False,False
125,505,2025-05-06,PAID,,Social,42.99,False,New_Customer,True,False,False,False
126,808,2024-12-27,PAID,,Direct,155.73,False,High_Value,True,False,False,False
127,1012,2025-05-24,PAID,,SMS,356.07,False,High_Value,True,False,False,False
128,27,2024-08-11,PAID,,SMS,85.38,False,Medium_Value,True,False,False,False
129,547,2025-01-07,PAID,,Push,204.61,False,Medium_Value,True,False,False,False
130,1858,2025-05-16,PAID,,Direct,231.37,False,Medium_Value,True,False,False,False
131,206,2024-08-14,PAID,,Direct,93.36,False,Medium_Value,True,False,False,False
132,1637,2025-01-08,PAID,,Social,60.03,False,New_Customer,True,False,False,False
133,49,2025-02-01,CANCEL,,Push,52.09,False,New_Customer,True,False,False,False
134,247,2024-10-16,PAID,,Push,109.38,False,New_Customer,True,False,False,False
135,702,2025-03-25,PAID,299.0,SMS,259.35,True,Medium_Value,False,False,False,False
136,506,2024-11-02,PAID,,Direct,165.75,False,New_Customer,True,False,False,False
137,1923,2025-07-01,PAID,,Email,127.88,False,Medium_Value,True,False,False,False
138,732,2025-01-07,PAID,,Social,68.59,False,Medium_Value,True,False,False,False
139,1885,2024-08-20,PAID,989.0,Email,82.57,True,Low_Value,False,False,False,False
140,1627,2025-03-11,PAID,,Email,123.32,False,Medium_Value,True,False,False,False
141,1837,2025-01-12,PAID,,Email,154.42,False,Medium_Value,True,False,False,False
142,1892,2024-08-28,PAID,,Email,140.08,False,New_Customer,True,False,False,False
143,794,2025-02-01,PAID,,Direct,100.28,False,Low_Value,True,False,False,False
144,1154,2024-10-19,PAID,,Social,481.92,False,High_Value,True,False,False,False
145,1987,2025-05-12,PAID,,Email,91.19,False,Medium_Value,True,False,False,False
146,1059,2025-04-23,PAID,,Push,24.32,False,Low_Value,True,False,False,False
147,1428,2025-01-26,PAID,,Email,220.43,False,Medium_Value,True,False,False,False
148,589,2025-03-06,PAID,,Email,94.58,False,Low_Value,True,False,False,False
149,857,2025-06-14,PAID,,Email,109.13,False,Medium_Value,True,False,False,False
150,308,2024-10-23,PAID,,Push,51.78,False,Low_Value,True,False,False,False
151,575,2025-05-31,PAID,68.0,Email,58.02,True,New_Customer,False,False,False,False
152,1015,2024-11-08,PAID,469.0,Push,193.36,True,New_Customer,False,False,False,False
153,548,2025-05-14,PAID,,Direct,307.29,False,High_Value,True,False,False,False
154,212,2025-01-12,PAID,119.0,Social,122.56,True,Low_Value,False,False,False,False
155,1582,2025-06-23,CANCEL,,Email,88.95,False,New_Customer,True,False,False,False
156,518,2025-02-12,CANCEL,,SMS,94.35,False,New_Customer,True,False,False,False
157,1395,2025-04-08,PAID,,Push,192.21,False,Medium_Value,True,False,False,False
158,392,2025-06-19,PAID,,Direct,340.64,False,High_Value,True,False,False,False
159,1242,2025-04-27,PAID,,SMS,94.24,False,Medium_Value,True,False,False,False
160,1527,2025-02-05,PAID,311.0,SMS,132.52,True,Medium_Value,False,False,False,False
161,1774,2025-04-11,PAID,,SMS,429.37,False,High_Value,True,False,False,False
162,276,2024-07-08,PAID,,Direct,64.11,False,New_Customer,True,False,False,False
163,1428,2025-04-03,PAID,,Social,230.63,False,Medium_Value,True,False,False,False
164,1211,2024-11-08,PAID,,Direct,211.02,False,Medium_Value,True,False,False,False
165,793,2024-12-17,PAID,,Email,175.07,False,Medium_Value,True,False,False,False
166,196,2024-12-07,CANCEL,,Social,63.22,False,Medium_Value,True,False,False,False
167,1303,2025-05-25,PAID,,SMS,66.35,False,New_Customer,True,False,False,False
168,1821,2025-02-08,PAID,,SMS,226.5,False,High_Value,True,False,False,False
169,1383,2024-12-22,CANCEL,,Direct,201.59,False,Medium_Value,True,False,False,False
170,1241,2025-02-06,PAID,510.0,Push,288.33,True,Medium_Value,False,False,False,False
171,1797,2025-03-07,PAID,,Social,161.87,False,New_Customer,True,False,False,False
172,330,2025-06-10,PAID,1151.0,Email,264.74,True,Medium_Value,False,False,False,False
173,1835,2025-05-06,CANCEL,,Push,59.25,False,Low_Value,True,False,False,False
174,243,2024-12-12,PAID,,Push,66.8,False,Low_Value,True,False,False,False
175,395,2025-05-12,CANCEL,1214.0,Social,365.49,True,High_Value,False,False,False,False
176,1477,2024-12-05,PAID,,Direct,442.84,False,High_Value,True,False,False,False
177,1661,2024-12-14,PAID,,Direct,329.56,False,High_Value,True,False,False,False
178,958,2024-10-23,PAID,,Direct,42.97,False,New_Customer,True,False,False,False
179,1111,2025-04-06,PAID,,Email,67.86,False,Low_Value,True,False,False,False
180,569,2025-03-09,PAID,516.0,Direct,150.28,True,Low_Value,False,False,False,False
181,192,2025-02-21,CANCEL,113.0,Social,222.22,True,Medium_Value,False,False,False,False
182,1842,2024-09-23,PAID,,Direct,92.68,False,New_Customer,True,False,False,False
183,893,2024-09-12,PAID,,Direct,552.12,False,High_Value,True,False,False,False
184,1077,2025-02-25,PAID,,Direct,217.47,False,High_Value,True,False,False,False
185,592,2025-04-24,PAID,501.0,SMS,173.99,True,Medium_Value,False,False,False,False
186,1892,2025-06-20,CANCEL,,Email,161.5,False,New_Customer,True,False,False,False
187,1478,2025-06-11,PAID,,Push,37.12,False,Low_Value,True,False,False,False
188,1008,2025-06-07,PAID,,Push,221.06,False,High_Value,True,False,False,False
189,1014,2024-08-31,PAID,974.0,Direct,101.12,True,New_Customer,False,False,False,False
190,878,2025-06-16,PAID,,Social,53.31,False,Low_Value,True,False,False,False
191,1488,2025-06-03,PAID,,Email,81.35,False,Low_Value,True,False,False,False
192,1609,2024-11-23,PAID,,Direct,67.61,False,New_Customer,True,False,False,False
193,299,2025-01-15,PAID,,Direct,149.38,False,Medium_Value,True,False,False,False
194,663,2025-01-08,PAID,,SMS,167.74,False,Medium_Value,True,False,False,False
195,337,2025-03-28,PAID,,Push,490.1,False,High_Value,True,False,False,False
196,1002,2024-09-19,PAID,397.0,Social,159.91,True,Low_Value,False,False,False,False
197,440,2025-01-24,PAID,1201.0,SMS,101.18,True,New_Customer,False,False,False,False
198,1329,2024-12-23,PAID,,Social,168.93,False,Medium_Value,True,False,False,False
199,1036,2025-04-07,PAID,,Email,517.8,False,High_Value,True,False,False,False
200,1984,2025-06-05,PAID,,SMS,237.77,False,High_Value,True,False,False,False
201,981,2025-06-25,PAID,,SMS,162.92,False,Medium_Value,True,False,False,False
202,1790,2024-12-02,PAID,,Push,143.0,False,New_Customer,True,False,False,False
203,787,2025-02-20,CANCEL,,Email,96.77,False,Medium_Value,True,False,False,False
204,535,2024-10-04,PAID,56.0,Email,75.78,True,Low_Value,False,False,False,False
205,875,2024-08-13,CANCEL,,Social,68.02,False,Low_Value,True,False,False,False
206,604,2025-06-03,PAID,,SMS,87.48,False,New_Customer,True,False,False,False
207,333,2024-09-21,PAID,,Push,309.26,False,High_Value,True,False,False,False
208,1373,2025-05-31,PAID,,SMS,66.84,False,Low_Value,True,False,False,False
209,337,2024-09-21,PAID,,Social,566.3,False,High_Value,True,False,False,False
210,1172,2024-08-12,PAID,,Direct,171.05,False,Medium_Value,True,False,False,False
211,1865,2025-06-08,PAID,31.0,SMS,134.85,True,Low_Value,False,False,False,False
212,1566,2024-11-27,PAID,366.0,Social,124.8,True,Low_Value,False,False,False,False
213,1407,2025-03-27,CANCEL,,SMS,77.03,False,Low_Value,True,False,False,False
214,461,2024-10-19,PAID,1313.0,SMS,208.7,True,Medium_Value,False,False,False,False
215,568,2025-03-08,PAID,,Direct,123.66,False,New_Customer,True,False,False,False
216,1190,2025-05-23,PAID,1069.0,SMS,137.37,True,Medium_Value,False,False,False,False
217,1667,2024-11-21,PAID,,Social,391.01,False,High_Value,True,False,False,False
218,1470,2025-02-10,CANCEL,,SMS,337.06,False,High_Value,True,False,False,False
219,1956,2025-03-24,CANCEL,,Direct,127.0,False,Low_Value,True,False,False,False
220,1124,2025-06-11,PAID,,Email,422.95,False,High_Value,True,False,False,False
221,1617,2024-09-23,PAID,,Push,90.55,False,Medium_Value,True,False,False,False
222,1441,2024-11-08,PAID,1098.0,SMS,109.51,True,New_Customer,False,False,False,False
223,1928,2025-01-13,PAID,,Email,26.42,False,Low_Value,True,False,False,False
224,1416,2025-05-15,CANCEL,,Push,43.37,False,New_Customer,True,False,False,False
225,1086,2025-03-06,PAID,,Email,53.47,False,Low_Value,True,False,False,False
226,971,2024-12-06,PAID,,Push,77.91,False,Medium_Value,True,False,False,False
227,149,2024-11-14,PAID,226.0,Email,164.4,True,Medium_Value,False,False,False,False
228,1972,2024-09-13,PAID,1376.0,Push,55.67,True,New_Customer,False,False,False,False
229,982,2024-12-16,PAID,,Direct,130.09,False,Medium_Value,True,False,False,False
230,1208,2025-03-13,PAID,,Email,160.81,False,New_Customer,True,False,False,False
231,1031,2025-02-16,PAID,,Direct,74.14,False,Medium_Value,True,False,False,False
232,762,2025-05-24,PAID,,Push,430.46,False,High_Value,True,False,False,False
233,962,2024-10-17,PAID,,SMS,27.79,False,Low_Value,True,False,False,False
234,835,2024-11-12,PAID,,SMS,173.13,False,High_Value,True,False,False,False
235,1357,2025-02-03,PAID,,Email,129.65,False,Medium_Value,True,False,False,False
236,454,2024-12-23,PAID,,Push,62.72,False,New_Customer,True,False,False,False
237,96,2024-09-17,PAID,,Social,175.7,False,Medium_Value,True,False,False,False
238,1202,2025-01-03,PAID,,Push,237.86,False,High_Value,True,False,False,False
239,1936,2025-04-12,PAID,18.0,Push,46.45,True,Low_Value,False,False,False,False
240,1054,2024-12-31,PAID,,Direct,107.11,False,Medium_Value,True,False,False,False
241,663,2024-12-22,PAID,,Direct,142.2,False,Medium_Value,True,False,False,False
242,214,2025-01-24,PAID,,Social,51.1,False,New_Customer,True,False,False,False
243,120,2025-06-24,PAID,1254.0,Email,192.81,True,Medium_Value,False,False,False,False
244,1200,2025-06-24,PAID,,Push,297.92,False,High_Value,True,False,False,False
245,1688,2025-01-12,PAID,1398.0,Push,618.73,True,High_Value,False,False,False,False
246,1476,2025-03-02,CANCEL,,SMS,162.55,False,New_Customer,True,False,False,False
247,360,2024-08-04,PAID,,SMS,78.81,False,Low_Value,True,False,False,False
248,249,2025-01-30,PAID,603.0,Direct,82.65,True,New_Customer,False,False,False,False
249,1773,2025-02-05,PAID,,Email,225.79,False,Medium_Value,True,False,False,False
250,256,2024-07-30,PAID,,Push,358.58,False,High_Value,True,False,False,False
251,1003,2025-01-11,PAID,,Social,105.28,False,New_Customer,True,False,False,False
252,1570,2024-10-06,CANCEL,,Push,98.19,False,New_Customer,True,False,False,False
253,775,2025-06-12,PAID,,SMS,87.62,False,Low_Value,True,False,False,False
254,1295,2024-09-02,PAID,,Direct,287.52,False,High_Value,True,False,False,False
255,823,2024-07-16,PAID,,Social,99.65,False,Medium_Value,True,False,False,False
256,1706,2024-08-22,PAID,329.0,Push,148.03,True,Low_Value,False,False,False,False
257,1237,2025-05-18,PAID,,Direct,55.07,False,Low_Value,True,False,False,False
258,1693,2024-08-23,PAID,,Direct,82.56,False,New_Customer,True,False,False,False
259,958,2025-04-15,PAID,1052.0,Social,55.27,True,New_Customer,False,False,False,False
260,1998,2024-12-22,PAID,,Direct,207.79,False,High_Value,True,False,False,False
261,1771,2025-01-03,PAID,,Push,78.97,False,Medium_Value,True,False,False,False
262,70,2024-11-06,PAID,,Email,553.46,False,High_Value,True,False,False,False
263,1914,2025-03-25,PAID,689.0,Social,165.63,True,Medium_Value,False,False,False,False
264,1511,2024-08-14,PAID,,Social,227.9,False,High_Value,True,False,False,False
265,1833,2025-05-08,CANCEL,,Social,41.72,False,New_Customer,True,False,False,False
266,1482,2025-04-22,PAID,,SMS,185.72,False,High_Value,True,False,False,False
267,1338,2025-03-23,PAID,,Direct,82.04,False,Medium_Value,True,False,False,False
268,1131,2025-02-23,PAID,,Push,116.1,False,Medium_Value,True,False,False,False
269,1691,2025-05-10,PAID,,Social,96.88,False,Low_Value,True,False,False,False
270,333,2024-09-27,PAID,,Push,347.18,False,High_Value,True,False,False,False
271,669,2025-01-30,PAID,520.0,Social,185.85,True,Medium_Value,False,False,False,False
272,1517,2025-06-12,PAID,,Social,468.16,False,High_Value,True,False,False,False
273,1108,2024-11-02,PAID,,SMS,38.14,False,New_Customer,True,False,False,False
274,594,2025-04-29,CANCEL,,Direct,224.88,False,High_Value,True,False,False,False
275,1284,2024-09-24,CANCEL,365.0,Social,109.59,True,New_Customer,False,False,False,False
276,1609,2024-12-27,PAID,1222.0,Direct,90.16,True,New_Customer,False,False,False,False
277,1208,2025-02-10,PAID,,Email,156.96,False,New_Customer,True,False,False,False
278,1324,2024-11-13,PAID,1071.0,Email,464.94,True,High_Value,False,False,False,False
279,1977,2024-12-25,PAID,1222.0,Email,90.8,True,Low_Value,False,False,False,False
280,383,2024-12-16,PAID,,Direct,510.95,False,High_Value,True,False,False,False
281,728,2025-04-29,PAID,,Direct,555.35,False,High_Value,True,False,False,False
282,1660,2025-01-22,PAID,1201.0,Push,278.86,True,High_Value,False,False,False,False
283,1978,2024-09-18,PAID,,SMS,210.92,False,High_Value,True,False,False,False
284,931,2024-10-09,PAID,,SMS,118.5,False,Medium_Value,True,False,False,False
285,732,2024-07-22,PAID,,Social,79.11,False,Medium_Value,True,False,False,False
286,696,2025-05-07,PAID,,SMS,26.02,False,Low_Value,True,False,False,False
287,34,2024-12-25,PAID,,SMS,99.91,False,New_Customer,True,False,False,False
288,751,2024-10-16,PAID,,SMS,263.92,False,High_Value,True,False,False,False
289,1251,2024-11-16,PAID,,SMS,47.56,False,New_Customer,True,False,False,False
290,723,2025-02-01,CANCEL,125.0,Email,268.55,True,Medium_Value,False,False,False,False
291,145,2025-01-15,CANCEL,,Direct,162.35,False,New_Customer,True,False,False,False
292,1487,2025-03-20,PAID,,Push,63.48,False,Low_Value,True,False,False,False
293,416,2025-06-08,PAID,,Social,171.17,False,New_Customer,True,False,False,False
294,310,2025-02-17,PAID,1440.0,Push,186.56,True,New_Customer,False,False,False,False
295,1661,2024-12-08,PAID,,Social,328.03,False,High_Value,True,False,False,False
296,998,2025-01-25,PAID,,Social,122.72,False,New_Customer,True,False,False,False
297,31,2024-08-11,CANCEL,,SMS,193.45,False,Medium_Value,True,False,False,False
298,1238,2025-02-06,CANCEL,,Social,348.74,False,High_Value,True,False,False,False
299,1467,2025-04-29,PAID,,Social,85.98,False,Medium_Value,True,False,False,False
300,595,2024-12-28,PAID,,Push,294.14,False,High_Value,True,False,False,False
301,1396,2025-03-04,PAID,,SMS,79.7,False,Medium_Value,True,False,False,False
302,707,2025-06-29,PAID,,Direct,92.05,False,New_Customer,True,False,False,False
303,1700,2025-02-06,PAID,,Direct,154.97,False,Medium_Value,True,False,False,False
304,1315,2025-05-20,PAID,,Push,183.2,False,High_Value,True,False,False,False
305,1250,2024-09-07,PAID,974.0,Push,56.63,True,New_Customer,False,False,False,False
306,1913,2025-04-15,PAID,,Email,122.29,False,Medium_Value,True,False,False,False
307,401,2024-10-08,PAID,1266.0,Email,93.54,True,New_Customer,False,False,False,False
308,1898,2024-10-30,PAID,,SMS,82.75,False,New_Customer,True,False,False,False
309,1592,2025-06-29,PAID,,Social,333.83,False,High_Value,True,False,False,False
310,1759,2024-09-20,PAID,1212.0,Social,95.62,True,Low_Value,False,False,False,False
311,1576,2025-04-12,PAID,,Push,192.02,False,High_Value,True,False,False,False
312,1358,2024-08-24,PAID,,Push,69.62,False,Medium_Value,True,False,False,False
313,269,2025-01-23,PAID,,SMS,575.8,False,High_Value,True,False,False,False
314,1217,2024-08-19,PAID,,SMS,55.9,False,Low_Value,True,False,False,False
315,1235,2024-12-01,PAID,,Push,115.31,False,Medium_Value,True,False,False,False
316,728,2024-09-27,PAID,,Social,406.41,False,High_Value,True,False,False,False
317,1556,2025-05-12,CANCEL,,Direct,108.74,False,New_Customer,True,False,False,False
318,261,2024-08-24,PAID,1427.0,Social,113.5,True,Low_Value,False,False,False,False
319,1442,2024-10-05,PAID,,Direct,357.23,False,High_Value,True,False,False,False
320,793,2025-05-22,PAID,,Email,219.14,False,Medium_Value,True,False,False,False
321,604,2025-06-17,PAID,1254.0,SMS,142.72,True,New_Customer,False,False,False,False
322,534,2025-05-25,PAID,1233.0,Social,93.48,True,New_Customer,False,False,False,False
323,1416,2025-04-14,PAID,,Social,43.41,False,New_Customer,True,False,False,False
324,1734,2025-03-07,PAID,,SMS,81.2,False,Low_Value,True,False,False,False
325,696,2025-04-28,PAID,781.0,Direct,51.76,True,Low_Value,False,False,False,False
326,242,2025-06-24,PAID,,Email,501.33,False,High_Value,True,False,False,False
327,1486,2025-04-27,PAID,1368.0,Direct,137.88,True,Medium_Value,False,False,False,False
328,1258,2025-01-03,PAID,,Direct,100.5,False,Medium_Value,True,False,False,False
329,1792,2025-02-07,CANCEL,,Direct,69.82,False,Low_Value,True,False,False,False
330,1676,2025-01-27,PAID,1410.0,SMS,223.32,True,New_Customer,False,False,False,False
331,222,2024-07-24,PAID,,SMS,196.64,False,Medium_Value,True,False,False,False
332,157,2025-01-26,PAID,,SMS,45.55,False,New_Customer,True,False,False,False
333,1843,2024-07-13,PAID,,Email,255.13,False,Medium_Value,True,False,False,False
334,1056,2024-09-23,PAID,554.0,Push,184.01,True,Medium_Value,False,False,False,False
335,988,2024-12-05,PAID,,Push,171.05,False,Medium_Value,True,False,False,False
336,55,2024-09-03,PAID,,SMS,43.79,False,New_Customer,True,False,False,False
