order_item_id,order_id,product_id,product_category,quantity,unit_price,item_revenue,line_total,promotion_id,attributed_to_promo,invalid_quantity_flag,invalid_unit_price_flag,promo_attributed_without_promotion_id_flag,invalid_promotion_reference_flag
34,12332,940,Books,3.0,8.08,24.24,24.24,,False,False,False,False,False
35,12874,671,Sports,1.0,170.17,170.17,170.17,,False,False,False,False,False
36,6807,129,Clothing,1.0,35.17,35.17,35.17,,False,False,False,False,False
37,9652,868,Electronics,2.0,339.2,678.4,678.4,352.0,True,False,False,False,False
38,10998,639,Home,2.0,282.18,564.36,564.36,1003.0,True,False,False,False,False
39,10006,779,Sports,2.0,121.87,243.74,243.74,818.0,True,False,False,False,False
40,6162,160,Beauty,3.0,32.46,97.38,97.38,,False,False,False,False,False
41,14031,905,Electronics,2.0,213.42,426.84,426.84,,False,False,False,False,False
42,159,893,Clothing,2.0,166.5,333.0,333.0,,False,False,False,False,False
43,4341,649,Electronics,1.0,248.13,248.13,248.13,,False,False,False,False,False
44,10164,606,Sports,2.0,175.66,351.32,351.32,,False,False,False,False,False
45,6753,503,Clothing,2.0,132.83,265.66,265.66,,False,False,False,False,False
46,9138,535,Books,1.0,24.7,24.7,24.7,,False,False,False,False,False
47,2402,55,Home,1.0,218.99,218.99,218.99,1180.0,True,False,False,False,False
48,9724,770,Sports,1.0,228.95,228.95,228.95,,False,False,False,False,False
49,5429,856,Sports,2.0,77.69,155.38,155.38,,False,False,False,False,False
50,4891,315,Books,2.0,42.21,84.42,84.42,516.0,True,False,False,False,False
51,1573,183,Clothing,1.0,106.54,106.54,106.54,510.0,True,False,False,False,False
52,2952,632,Electronics,3.0,338.55,1015.65,1015.65,861.0,True,False,False,False,False
53,6106,458,Books,1.0,28.97,28.97,28.97,,False,False,False,False,False
54,7979,555,Clothing,3.0,62.69,188.07,188.07,,False,False,False,False,False
55,13653,427,Sports,1.0,47.34,47.34,47.34,,False,False,False,False,False
56,10283,826,Beauty,2.0,116.18,232.36,232.36,1319.0,True,False,False,False,False
57,9676,578,Sports,2.0,48.44,96.88,96.88,,False,False,False,False,False
58,1774,448,Electronics,3.0,116.13,348.39,348.39,,False,False,False,False,False
59,14603,429,Clothing,2.0,173.69,347.38,347.38,,False,False,False,False,False
60,13128,520,Home,2.0,217.52,435.04,435.04,,False,False,False,False,False
61,2888,24,Electronics,3.0,352.78,1058.34,1058.34,,False,False,False,False,False
62,11111,300,Home,1.0,275.44,275.44,275.44,,False,False,False,False,False
63,6955,256,Electronics,1.0,107.37,107.37,107.37,,False,False,False,False,False
64,8504,977,Beauty,2.0,40.68,81.36,81.36,652.0,True,False,False,False,False
65,6066,605,Clothing,2.0,182.26,364.52,364.52,176.0,True,False,False,False,False
66,14866,478,Sports,2.0,188.49,376.98,376.98,1362.0,True,False,False,False,False
67,13436,841,Home,1.0,101.87,101.87,101.87,,False,False,False,False,False
68,14247,464,Clothing,2.0,168.79,337.58,337.58,,False,False,False,False,False
69,13626,329,Clothing,3.0,158.21,474.63,474.63,,False,False,False,False,False
70,511,957,Beauty,2.0,108.94,217.88,217.88,,False,False,False,False,False
71,7116,644,Electronics,3.0,133.27,399.81,399.81,,False,False,False,False,False
72,13299,448,Electronics,1.0,73.77,73.77,73.77,,False,False,False,False,False
73,11401,704,Sports,2.0,102.96,205.92,205.92,,False,False,False,False,False
74,167,958,Home,3.0,195.81,587.43,587.43,,False,False,False,False,False
75,3512,561,Electronics,2.0,373.48,746.96,746.96,113.0,True,False,False,False,False
76,569,372,Beauty,2.0,123.52,247.04,247.04,,False,False,False,False,False
77,11112,721,Clothing,3.0,192.12,576.36,576.36,,False,False,False,False,False
78,13158,12,Home,3.0,72.95,218.85,218.85,,False,False,False,False,False
79,12981,891,Clothing,1.0,77.52,77.52,77.52,,False,False,False,False,False
80,4627,964,Sports,2.0,248.91,497.82,497.82,,False,False,False,False,False
81,6824,825,Sports,2.0,213.7,427.4,427.4,,False,False,False,False,False
82,6725,996,Sports,1.0,224.26,224.26,224.26,,False,False,False,False,False
83,11308,693,Sports,2.0,69.47,138.94,138.94,,False,False,False,False,False
84,14101,809,Sports,1.0,197.85,197.85,197.85,,False,False,False,False,False
85,2094,447,Books,1.0,6.72,6.72,6.72,231.0,True,False,False,False,False
86,11230,251,Home,3.0,290.37,871.11,871.11,,False,False,False,False,False
87,2826,36,Books,2.0,45.47,90.94,90.94,,False,False,False,False,False
88,8285,918,Clothing,1.0,25.12,25.12,25.12,,False,False,False,False,False
89,960,816,Home,3.0,89.47,268.41,268.41,,False,False,False,False,False
90,8915,726,Books,1.0,17.58,17.58,17.58,,False,False,False,False,False
91,12795,545,Beauty,2.0,133.35,266.7,266.7,,False,False,False,False,False
92,4921,426,Sports,1.0,93.92,93.92,93.92,,False,False,False,False,False
93,10813,676,Books,3.0,28.39,85.17,85.17,1215.0,True,False,False,False,False
94,3952,426,Sports,2.0,194.33,388.66,388.66,,False,False,False,False,False
95,2318,371,Clothing,1.0,185.67,185.67,185.67,,False,False,False,False,False
96,9363,516,Sports,2.0,155.97,311.94,311.94,,False,False,False,False,False
97,3170,415,Home,3.0,59.15,177.45,177.45,,False,False,False,False,False
98,12135,706,Clothing,1.0,78.6,78.6,78.6,,False,False,False,False,False
99,4436,931,Beauty,1.0,44.79,44.79,44.79,,False,False,False,False,False
100,13432,830,Beauty,1.0,124.43,124.43,124.43,833.0,True,False,False,False,False
101,9185,917,Electronics,2.0,440.49,880.98,880.98,,False,False,False,False,False
102,9285,444,Books,2.0,13.95,27.9,27.9,,False,False,False,False,False
103,10508,785,Clothing,2.0,23.33,46.66,46.66,18.0,True,False,False,False,False
104,11762,65,Sports,2.0,223.12,446.24,446.24,,False,False,False,False,False
105,14022,677,Electronics,1.0,237.2,237.2,237.2,,False,False,False,False,False
106,3546,229,Clothing,3.0,89.99,269.97,269.97,,False,False,False,False,False
107,3047,760,Beauty,2.0,84.05,168.1,168.1,,False,False,False,False,False
108,3128,333,Beauty,3.0,24.52,73.56,73.56,,False,False,False,False,False
109,1852,389,Home,2.0,201.35,402.7,402.7,,False,False,False,False,False
110,14839,564,Home,2.0,107.68,215.36,215.36,,False,False,False,False,False
111,11274,287,Electronics,2.0,78.36,156.72,156.72,,False,False,False,False,False
112,6862,144,Beauty,1.0,37.5,37.5,37.5,,False,False,False,False,False
113,12695,159,Clothing,3.0,176.32,528.96,528.96,311.0,True,False,False,False,False
114,11740,133,Clothing,3.0,107.18,321.54,321.54,,False,False,False,False,False
115,7657,720,Home,2.0,231.37,462.74,462.74,,False,False,False,False,False
116,11426,233,Home,1.0,263.29,263.29,263.29,491.0,True,False,False,False,False
117,14676,267,Sports,3.0,60.04,180.12,180.12,1052.0,True,False,False,False,False
118,6835,664,Home,3.0,253.22,759.66,759.66,,False,False,False,False,False
119,5055,195,Beauty,1.0,112.21,112.21,112.21,,False,False,False,False,False
120,5696,970,Home,2.0,169.34,338.68,338.68,,False,False,False,False,False
121,14197,106,Books,2.0,36.63,73.26,73.26,,False,False,False,False,False
122,10324,341,Sports,3.0,197.78,593.34,593.34,,False,False,False,False,False
123,1559,808,Sports,3.0,186.28,558.84,558.84,,False,False,False,False,False
124,2322,806,Electronics,3.0,208.2,624.6,624.6,1444.0,True,False,False,False,False
125,8059,301,Beauty,1.0,110.08,110.08,110.08,,False,False,False,False,False
126,8153,52,Home,1.0,290.71,290.71,290.71,,False,False,False,False,False
127,1537,986,Home,2.0,259.36,518.72,518.72,,False,False,False,False,False
128,10927,849,Books,1.0,40.73,40.73,40.73,,False,False,False,False,False
129,1449,92,Home,3.0,270.96,812.88,812.88,1400.0,True,False,False,False,False
130,10574,552,Electronics,2.0,450.12,900.24,900.24,1221.0,True,False,False,False,False
131,1851,321,Books,1.0,9.35,9.35,9.35,825.0,True,False,False,False,False
132,11807,345,Books,2.0,17.23,34.46,34.46,,False,False,False,False,False
133,7040,916,Clothing,3.0,174.6,523.8,523.8,,False,False,False,False,False
134,12157,518,Clothing,1.0,186.15,186.15,186.15,460.0,True,False,False,False,False
135,6269,480,Clothing,3.0,83.86,251.58,251.58,,False,False,False,False,False
136,869,926,Sports,3.0,141.01,423.03,423.03,1051.0,True,False,False,False,False
137,11554,307,Sports,3.0,107.49,322.47,322.47,1296.0,True,False,False,False,False
138,14018,820,Clothing,2.0,22.51,45.02,45.02,,False,False,False,False,False
139,6602,668,Home,1.0,253.22,253.22,253.22,499.0,True,False,False,False,False
140,312,887,Electronics,3.0,88.03,264.09,264.09,,False,False,False,False,False
141,9180,855,Beauty,1.0,42.41,42.41,42.41,,False,False,False,False,False
142,3978,728,Books,1.0,34.07,34.07,34.07,1085.0,True,False,False,False,False
143,4309,104,Clothing,3.0,132.97,398.91,398.91,,False,False,False,False,False
144,128,650,Sports,2.0,163.45,326.9,326.9,,False,False,False,False,False
145,13362,215,Electronics,3.0,124.06,372.18,372.18,,False,False,False,False,False
146,8280,624,Books,1.0,20.13,20.13,20.13,986.0,True,False,False,False,False
147,9206,821,Sports,3.0,152.2,456.6,456.6,,False,False,False,False,False
148,10347,127,Beauty,3.0,114.89,344.67,344.67,,False,False,False,False,False
149,6245,638,Electronics,3.0,459.25,1377.75,1377.75,,False,False,False,False,False
150,12953,737,Clothing,1.0,189.67,189.67,189.67,,False,False,False,False,False
151,9778,872,Home,3.0,94.58,283.74,283.74,,False,False,False,False,False
152,12112,472,Sports,3.0,88.71,266.13,266.13,,False,False,False,False,False
153,2327,29,Home,3.0,181.06,543.18,543.18,,False,False,False,False,False
154,14003,540,Books,2.0,34.78,69.56,69.56,753.0,True,False,False,False,False
155,14868,758,Clothing,3.0,69.92,209.76,209.76,,False,False,False,False,False
156,12140,55,Home,2.0,114.66,229.32,229.32,,False,False,False,False,False
157,4525,427,Home,2.0,62.35,124.7,124.7,,False,False,False,False,False
158,8058,567,Books,2.0,20.05,40.1,40.1,1039.0,True,False,False,False,False
159,8682,957,Beauty,2.0,88.65,177.3,177.3,,False,False,False,False,False
160,5923,444,Clothing,3.0,45.2,135.6,135.6,,False,False,False,False,False
161,9948,84,Books,2.0,18.13,36.26,36.26,,False,False,False,False,False
162,11845,491,Sports,3.0,233.03,699.09,699.09,,False,False,False,False,False
163,4352,331,Books,3.0,12.62,37.86,37.86,,False,False,False,False,False
164,9531,99,Books,3.0,13.41,40.23,40.23,,False,False,False,False,False
165,8537,79,Clothing,2.0,139.34,278.68,278.68,,False,False,False,False,False
166,9666,161,Books,2.0,5.56,11.12,11.12,,False,False,False,False,False
167,784,877,Home,2.0,257.95,515.9,515.9,,False,False,False,False,False
168,9803,862,Beauty,3.0,45.45,136.35,136.35,,False,False,False,False,False
169,6144,484,Sports,3.0,150.44,451.32,451.32,,False,False,False,False,False
170,6377,760,Books,3.0,24.94,74.82,74.82,,False,False,False,False,False
171,7841,960,Books,3.0,13.78,41.34,41.34,,False,False,False,False,False
172,6243,399,Home,1.0,156.15,156.15,156.15,,False,False,False,False,False
173,9003,169,Sports,3.0,175.03,525.09,525.09,,False,False,False,False,False
174,11120,179,Home,2.0,227.7,455.4,455.4,,False,False,False,False,False
175,3140,374,Electronics,1.0,138.36,138.36,138.36,510.0,True,False,False,False,False
176,13384,264,Beauty,3.0,49.19,147.57,147.57,,False,False,False,False,False
177,12272,852,Sports,2.0,90.96,181.92,181.92,,False,False,False,False,False
178,663,727,Books,1.0,15.26,15.26,15.26,868.0,True,False,False,False,False
179,4694,81,Books,3.0,34.1,102.3,102.3,72.0,True,False,False,False,False
180,4774,452,Books,1.0,43.45,43.45,43.45,989.0,True,False,False,False,False
181,6424,900,Books,3.0,44.64,133.92,133.92,,False,False,False,False,False
182,10540,753,Books,1.0,48.36,48.36,48.36,,False,False,False,False,False
183,6796,730,Home,3.0,152.41,457.23,457.23,1438.0,True,False,False,False,False
184,746,543,Books,3.0,11.99,35.97,35.97,65.0,True,False,False,False,False
185,5546,332,Books,3.0,20.69,62.07,62.07,1132.0,True,False,False,False,False
186,7891,663,Sports,2.0,54.33,108.66,108.66,,False,False,False,False,False
187,2614,75,Books,2.0,9.86,19.72,19.72,,False,False,False,False,False
188,10454,837,Home,3.0,207.55,622.65,622.65,,False,False,False,False,False
189,12064,596,Electronics,1.0,95.56,95.56,95.56,,False,False,False,False,False
190,6463,31,Beauty,,84.09,,,,False,True,False,False,False
191,555,897,Sports,2.0,59.26,118.52,118.52,,False,False,False,False,False
192,3952,975,Beauty,1.0,92.29,92.29,92.29,,False,False,False,False,False
193,13809,64,Sports,1.0,142.79,142.79,142.79,,False,False,False,False,False
194,11832,843,Clothing,1.0,103.97,103.97,103.97,,False,False,False,False,False
195,10759,647,Electronics,2.0,235.02,470.04,470.04,,False,False,False,False,False
196,77,443,Electronics,2.0,52.65,105.3,105.3,,False,False,False,False,False
197,1482,595,Electronics,1.0,200.31,200.31,200.31,,False,False,False,False,False
198,11938,452,Books,1.0,33.0,33.0,33.0,244.0,True,False,False,False,False
199,7946,864,Books,3.0,24.66,73.98,73.98,,False,False,False,False,False
200,2287,902,Home,3.0,178.84,536.52,536.52,598.0,True,False,False,False,False
201,550,873,Home,2.0,44.67,89.34,89.34,,False,False,False,False,False
202,10270,607,Books,3.0,9.57,28.71,28.71,,False,False,False,False,False
203,3942,521,Home,1.0,144.57,144.57,144.57,,False,False,False,False,False
204,6739,366,Electronics,1.0,51.22,51.22,51.22,,False,False,False,False,False
205,13678,923,Beauty,1.0,32.9,32.9,32.9,,False,False,False,False,False
206,10001,89,Books,2.0,17.74,35.48,35.48,,False,False,False,False,False
207,11735,864,Sports,1.0,121.19,121.19,121.19,,False,False,False,False,False
208,10494,637,Books,3.0,7.38,22.14,22.14,,False,False,False,False,False
209,13240,104,Beauty,3.0,27.91,83.73,83.73,,False,False,False,False,False
210,1386,431,Sports,2.0,112.31,224.62,224.62,1036.0,True,False,False,False,False
211,11528,198,Home,3.0,250.68,752.04,752.04,,False,False,False,False,False
212,14083,361,Electronics,3.0,380.5,1141.5,1141.5,,False,False,False,False,False
213,3457,151,Beauty,3.0,95.4,286.2,286.2,,False,False,False,False,False
214,7454,166,Sports,2.0,141.62,283.24,283.24,472.0,True,False,False,False,False
215,2468,506,Books,2.0,44.55,89.1,89.1,510.0,True,False,False,False,False
216,14961,417,Home,1.0,57.82,57.82,57.82,,False,False,False,False,False
217,12836,21,Books,2.0,11.19,22.38,22.38,,False,False,False,False,False
218,8014,55,Electronics,2.0,242.45,484.9,484.9,1213.0,True,False,False,False,False
219,13685,51,Home,1.0,235.38,235.38,235.38,1442.0,True,False,False,False,False
220,3365,191,Electronics,3.0,473.28,1419.84,1419.84,1459.0,True,False,False,False,False
221,7260,848,Clothing,1.0,31.4,31.4,31.4,,False,False,False,False,False
222,5591,212,Sports,2.0,33.94,67.88,67.88,,False,False,False,False,False
223,1908,54,Clothing,1.0,53.7,53.7,53.7,154.0,True,False,False,False,False
224,10372,533,Home,3.0,240.1,720.3,720.3,,False,False,False,False,False
225,8995,617,Electronics,2.0,165.88,331.76,331.76,,False,False,False,False,False
226,11049,602,Home,1.0,163.41,163.41,163.41,,False,False,False,False,False
227,5364,801,Clothing,1.0,61.17,61.17,61.17,,False,False,False,False,False
228,5795,481,Sports,3.0,106.6,319.8,319.8,,False,False,False,False,False
229,5303,192,Clothing,1.0,185.56,185.56,185.56,,False,False,False,False,False
230,13652,346,Home,3.0,83.97,251.91,251.91,,False,False,False,False,False
231,3476,826,Electronics,1.0,388.19,388.19,388.19,497.0,True,False,False,False,False
232,14086,15,Electronics,2.0,342.75,685.5,685.5,,False,False,False,False,False
233,10484,91,Books,3.0,37.21,111.63,111.63,,False,False,False,False,False
234,1349,930,Sports,2.0,107.36,214.72,214.72,,False,False,False,False,False
235,11790,777,Books,2.0,8.61,17.22,17.22,,False,False,False,False,False
236,3412,378,Sports,1.0,200.31,200.31,200.31,,False,False,False,False,False
237,2614,298,Beauty,1.0,51.06,51.06,51.06,,False,False,False,False,False
238,617,159,Home,3.0,207.17,621.51,621.51,704.0,True,False,False,False,False
239,11443,399,Electronics,3.0,423.56,1270.68,1270.68,,False,False,False,False,False
240,3528,770,Electronics,3.0,424.41,1273.23,1273.23,,False,False,False,False,False
241,12134,592,Clothing,1.0,190.96,190.96,190.96,,False,False,False,False,False
242,10946,485,Clothing,3.0,42.34,127.02,127.02,,False,False,False,False,False
243,5740,680,Sports,1.0,209.43,209.43,209.43,,False,False,False,False,False
244,9107,670,Clothing,1.0,124.79,124.79,124.79,,False,False,False,False,False
245,6659,950,Clothing,3.0,107.65,322.95,322.95,,False,False,False,False,False
246,12536,330,Electronics,2.0,84.18,168.36,168.36,,False,False,False,False,False
247,14441,311,Clothing,1.0,184.94,184.94,184.94,,False,False,False,False,False
248,11285,129,Clothing,3.0,167.48,502.44,502.44,630.0,True,False,False,False,False
249,8211,683,Sports,1.0,170.93,170.93,170.93,,False,False,False,False,False
250,11364,348,Books,1.0,47.11,47.11,47.11,,False,False,False,False,False
251,530,90,Home,1.0,59.12,59.12,59.12,,False,False,False,False,False
252,14909,290,Beauty,1.0,19.96,19.96,19.96,,False,False,False,False,False
253,5391,132,Clothing,3.0,174.74,524.22,524.22,,False,False,False,False,False
254,7668,505,Electronics,2.0,385.68,771.36,771.36,,False,False,False,False,False
255,7201,959,Books,2.0,16.83,33.66,33.66,,False,False,False,False,False
256,5442,560,Books,3.0,39.37,118.11,118.11,1254.0,True,False,False,False,False
257,1056,912,Books,3.0,24.01,72.03,72.03,,False,False,False,False,False
258,7451,993,Beauty,2.0,41.93,83.86,83.86,,False,False,False,False,False
259,12140,786,Electronics,1.0,152.0,152.0,152.0,,False,False,False,False,False
260,9417,111,Beauty,2.0,15.5,31.0,31.0,,False,False,False,False,False
261,12451,982,Electronics,3.0,269.17,807.51,807.51,864.0,True,False,False,False,False
262,4558,963,Books,3.0,30.15,90.45,90.45,285.0,True,False,False,False,False
263,14611,15,Clothing,1.0,58.96,58.96,58.96,,False,False,False,False,False
264,9925,429,Books,2.0,19.19,38.38,38.38,,False,False,False,False,False
265,1595,817,Sports,2.0,238.17,476.34,476.34,,False,False,False,False,False
266,5379,827,Electronics,1.0,373.27,373.27,373.27,,False,False,False,False,False
267,4898,494,Sports,3.0,210.93,632.79,632.79,1476.0,True,False,False,False,False
268,6594,630,Electronics,1.0,64.75,64.75,64.75,,False,False,False,False,False
269,14411,737,Books,3.0,25.85,77.55,77.55,,False,False,False,False,False
270,1378,745,Sports,3.0,62.3,186.9,186.9,,False,False,False,False,False
271,11575,941,Sports,2.0,83.38,166.76,166.76,,False,False,False,False,False
272,12829,616,Clothing,2.0,38.63,77.26,77.26,,False,False,False,False,False
273,762,245,Books,1.0,5.62,5.62,5.62,1386.0,True,False,False,False,False
274,9878,868,Clothing,3.0,47.77,143.31,143.31,,False,False,False,False,False
275,9263,25,Clothing,3.0,158.91,476.73,476.73,,False,False,False,False,False
276,5461,886,Books,1.0,5.9,5.9,5.9,,False,False,False,False,False
277,3932,418,Clothing,3.0,179.4,538.2,538.2,,False,False,False,False,False
278,12267,531,Electronics,2.0,377.71,755.42,755.42,,False,False,False,False,False
279,13805,174,Clothing,3.0,23.38,70.14,70.14,,False,False,False,False,False
280,9828,2,Books,2.0,30.82,61.64,61.64,,False,False,False,False,False
281,2539,341,Books,1.0,14.61,14.61,14.61,557.0,True,False,False,False,False
282,13001,751,Electronics,3.0,446.55,1339.65,1339.65,,False,False,False,False,False
283,3615,899,Books,2.0,19.45,38.9,38.9,,False,False,False,False,False
284,1740,801,Electronics,3.0,214.73,644.19,644.19,,False,False,False,False,False
285,12025,630,Books,3.0,6.88,20.64,20.64,1301.0,True,False,False,False,False
286,5920,97,Beauty,1.0,137.21,137.21,137.21,,False,False,False,False,False
287,4053,152,Sports,3.0,191.52,574.56,574.56,,False,False,False,False,False
288,13972,966,Beauty,2.0,96.54,193.08,193.08,,False,False,False,False,False
289,9516,633,Clothing,1.0,68.38,68.38,68.38,1051.0,True,False,False,False,False
290,148,195,Beauty,1.0,70.9,70.9,70.9,,False,False,False,False,False
291,1816,647,Beauty,3.0,72.2,216.6,216.6,,False,False,False,False,False
292,7396,683,Books,2.0,14.24,28.48,28.48,,False,False,False,False,False
293,10548,688,Clothing,3.0,111.6,334.8,334.8,,False,False,False,False,False
294,5685,510,Sports,3.0,171.13,513.39,513.39,,False,False,False,False,False
295,404,795,Electronics,3.0,473.12,1419.36,1419.36,,False,False,False,False,False
296,9329,260,Beauty,2.0,116.51,233.02,233.02,,False,False,False,False,False
297,6290,75,Home,2.0,57.44,114.88,114.88,,False,False,False,False,False
298,2534,431,Sports,2.0,63.16,126.32,126.32,,False,False,False,False,False
299,2571,777,Books,3.0,15.46,46.38,46.38,,False,False,False,False,False
300,11467,276,Beauty,2.0,78.23,156.46,156.46,,False,False,False,False,False
301,11971,539,Electronics,3.0,322.69,968.07,968.07,,False,False,False,False,False
302,379,625,Beauty,2.0,127.99,255.98,255.98,1040.0,True,False,False,False,False
303,1945,524,Sports,1.0,34.33,34.33,34.33,,False,False,False,False,False
304,14987,264,Books,1.0,34.14,34.14,34.14,,False,False,False,False,False
305,1889,167,Sports,2.0,183.61,367.22,367.22,587.0,True,False,False,False,False
306,8772,613,Beauty,2.0,98.32,196.64,196.64,1150.0,True,False,False,False,False
307,4726,76,Beauty,3.0,110.52,331.56,331.56,,False,False,False,False,False
308,14567,345,Books,1.0,18.97,18.97,18.97,,False,False,False,False,False
309,4928,913,Sports,1.0,85.21,85.21,85.21,,False,False,False,False,False
310,11135,927,Beauty,2.0,51.23,102.46,102.46,,False,False,False,False,False
311,9823,233,Clothing,2.0,53.83,107.66,107.66,,False,False,False,False,False
312,13404,243,Books,1.0,40.35,40.35,40.35,,False,False,False,False,False
313,6906,977,Beauty,1.0,18.34,18.34,18.34,,False,False,False,False,False
314,5885,791,Books,2.0,33.04,66.08,66.08,,False,False,False,False,False
315,12256,241,Clothing,1.0,38.75,38.75,38.75,,False,False,False,False,False
316,964,687,Clothing,1.0,34.03,34.03,34.03,,False,False,False,False,False
317,476,433,Books,3.0,33.17,99.51,99.51,,False,False,False,False,False
318,6552,506,Books,3.0,25.14,75.42,75.42,,False,False,False,False,False
319,9126,868,Books,3.0,47.62,142.86,142.86,,False,False,False,False,False
320,13595,70,Sports,3.0,34.0,102.0,102.0,,False,False,False,False,False
321,10473,943,Electronics,1.0,202.15,202.15,202.15,1122.0,True,False,False,False,False
322,13341,132,Electronics,3.0,384.02,1152.06,1152.06,,False,False,False,False,False
323,10002,77,Electronics,2.0,78.74,157.48,157.48,1066.0,True,False,False,False,False
324,14254,451,Electronics,3.0,395.2,1185.6,1185.6,,False,False,False,False,False
325,7341,435,Clothing,3.0,31.89,95.67,95.67,,False,False,False,False,False
326,10700,212,Sports,1.0,201.9,201.9,201.9,,False,False,False,False,False
327,8066,784,Electronics,3.0,422.63,1267.89,1267.89,,False,False,False,False,False
328,5733,557,Electronics,2.0,76.03,152.06,152.06,,False,False,False,False,False
329,12571,10,Clothing,1.0,120.79,120.79,120.79,,False,False,False,False,False
330,8903,673,Clothing,2.0,196.54,393.08,393.08,,False,False,False,False,False
331,6576,775,Clothing,1.0,62.77,62.77,62.77,,False,False,False,False,False
332,14860,556,Beauty,3.0,45.46,136.38,136.38,,False,False,False,False,False
333,8000,486,Beauty,2.0,124.72,249.44,249.44,,False,False,False,False,False
334,7421,457,Electronics,3.0,281.71,845.13,845.13,,False,False,False,False,False
335,11110,955,Books,1.0,6.65,6.65,6.65,,False,False,False,False,False
336,8060,337,Home,1.0,175.85,175.85,175.85,,False,False,False,False,False
337,13133,262,Home,3.0,207.37,622.11,622.11,,False,False,False,False,False
338,12136,229,Books,3.0,18.1,54.3,54.3,1373.0,True,False,False,False,False
339,1434,31,Beauty,1.0,46.19,46.19,46.19,863.0,True,False,False,False,False
340,11595,925,Beauty,1.0,122.07,122.07,122.07,,False,False,False,False,False
341,5481,882,Beauty,2.0,30.04,60.08,60.08,,False,False,False,False,False
342,12632,950,Sports,1.0,55.8,55.8,55.8,,False,False,False,False,False
343,10676,275,Home,2.0,101.79,203.58,203.58,,False,False,False,False,False
344,9595,578,Home,2.0,142.56,285.12,285.12,,False,False,False,False,False
345,9179,739,Beauty,3.0,16.62,49.86,49.86,1165.0,True,False,False,False,False
346,1902,191,Clothing,2.0,101.24,202.48,202.48,52.0,True,False,False,False,False
347,5643,812,Books,3.0,36.44,109.32,109.32,,False,False,False,False,False
348,12650,258,Beauty,3.0,122.69,368.07,368.07,,False,False,False,False,False
349,12619,796,Electronics,1.0,86.67,86.67,86.67,,False,False,False,False,False
350,11948,357,Books,2.0,34.31,68.62,68.62,,False,False,False,False,False
351,5385,984,Books,3.0,39.63,118.89,118.89,,False,False,False,False,False
352,2019,560,Beauty,1.0,90.3,90.3,90.3,,False,False,False,False,False
353,8804,864,Electronics,1.0,90.66,90.66,90.66,,False,False,False,False,False
354,4644,992,Electronics,3.0,256.74,770.22,770.22,,False,False,False,False,False
355,13382,619,Electronics,1.0,155.47,155.47,155.47,311.0,True,False,False,False,False
