product_key,product_id,product_category
292370157952205152,265,Beauty
176634243376093836,122,Home
973924458024222342,462,Beauty
273217428039621096,427,Sports
966238336864702362,201,Beauty
870983442201627243,132,Electronics
318849254231657493,411,Sports
1064936422233979699,574,Home
883279274634413014,261,Electronics
209751062514423785,232,Home
535850957023713830,419,Books
302547290082767769,980,Sports
505762164703038211,585,Books
231861115895334997,915,Home
692603364654126552,378,Books
698175176178821209,909,Home
1121520490884965906,580,Electronics
683261526309489760,621,Books
534323473796110981,729,Electronics
1034751647132782171,361,Beauty
254706434202511515,977,Sports
705697972676774570,598,Home
302402948379683556,228,Beauty
523734329794892906,972,Electronics
865127610943795351,232,Electronics
190651266033405030,588,Clothing
413099740675045205,299,Home
288940458722807142,797,Home
631485107118130885,24,Home
1078300724886539037,316,Electronics
468840119914125279,17,Books
572162756725117012,689,Electronics
608745533558673535,203,Sports
86871257292200133,679,Electronics
567514935078303331,576,Home
268758152073164194,283,Clothing
537099618989213130,24,Clothing
23551812597942949,368,Sports
956521048438691466,138,Electronics
905155152329858941,93,Electronics
789394387338244499,761,Books
717673378539782416,163,Home
913824688480693599,758,Clothing
885084582591986343,693,Home
665713671664697464,173,Electronics
559513150582855310,789,Sports
515993018232996818,862,Sports
315024190890798494,309,Beauty
1014647308409130657,814,Home
1137234014315866909,370,Home
752772989087181467,975,Home
5945911476797967,853,Beauty
210991957016113636,978,Sports
670098811137910162,661,Sports
1010803044722964420,142,Clothing
247428496896933920,643,Clothing
860127702816755518,300,Electronics
641432886992764029,118,Home
795897810496663283,338,Beauty
1034994404484134486,275,Electronics
224355271715386830,553,Sports
84219088244864573,506,Beauty
992519150387276871,780,Electronics
258725976373199011,480,Beauty
157394319007286317,147,Clothing
664516252077591513,30,Electronics
58624188985838182,254,Electronics
1051370624297408422,162,Beauty
588063423185653400,977,Electronics
983513540310675593,741,Electronics
515443382650955394,171,Home
931815554597694331,983,Beauty
409141116333482167,210,Clothing
812971176508676007,42,Electronics
611654847815496152,488,Clothing
101575279243334574,675,Clothing
1033084571459240968,614,Books
1131499608152865998,533,Clothing
232947585523195054,761,Electronics
743566279609100309,882,Home
948555148598668634,810,Electronics
694182881970777995,491,Sports
167662635961919679,611,Home
464517408822336580,512,Sports
5991218236356898,240,Sports
419949718030537565,986,Clothing
993371513068674544,664,Clothing
320478424136273873,923,Sports
947661742656996212,248,Books
606306145784350958,81,Clothing
105099378041541461,576,Electronics
516565076208497382,711,Home
1071002269499898738,304,Clothing
881363427345641424,502,Books
950868969623796266,395,Clothing
1152600297032183238,647,Home
675111472802444433,92,Clothing
698128342865491149,661,Home
1131694842989182331,341,Clothing
574437389444457957,352,Electronics
951542023446206825,7,Electronics
710943467536325415,410,Beauty
380400234315746515,954,Books
185823146707592572,677,Clothing
83063356438022862,516,Sports
642031368701310887,548,Beauty
194016211965798966,608,Sports
243992699932726885,634,Electronics
736021921730071733,690,Home
736179948486724551,101,Home
889494227283598610,738,Electronics
888527787967999324,290,Electronics
626069732503014757,250,Beauty
1137211290143531253,817,Home
275185821807448642,71,Books
720753983688320782,401,Beauty
343493466918575243,460,Sports
245770739468215435,834,Books
1125201687095138535,16,Electronics
663003950366066274,302,Clothing
676651555441916966,388,Electronics
1104990902003641292,605,Electronics
979839623417878942,847,Clothing
646214392255658053,287,Beauty
772450765810631668,505,Home
168552911826050532,742,Electronics
737263310592173902,32,Electronics
911544718087005665,284,Sports
56248657666319974,753,Books
1144051493935016109,679,Beauty
521016290433068530,30,Home
629194551018052498,622,Beauty
679551666922255444,756,Home
963758291046208064,52,Electronics
372561621089272265,488,Home
71346419385760684,971,Electronics
573861571751339970,895,Home
778598273227924937,333,Electronics
392122595513488200,91,Beauty
973850376872026787,813,Books
160040187108551685,481,Beauty
744133321691802519,13,Clothing
630383394799849221,930,Sports
1103905027259861170,666,Electronics
102637924377925412,406,Clothing
886410052292765548,162,Sports
1074323154555426229,56,Beauty
642574450448946652,16,Clothing
56249074489410669,969,Electronics
874031640496246060,51,Books
620782622485243929,771,Clothing
746962261727109926,620,Beauty
115002221321204568,613,Electronics
569854115081920675,78,Sports
399980465688880737,991,Beauty
865013087418063931,468,Home
73734938540507889,246,Sports
427291020895987675,983,Electronics
704895455333574435,38,Clothing
382367611426318006,26,Sports
625851999829308713,505,Sports
70314521315430678,736,Home
73910236795559626,34,Electronics
736359745765084724,857,Sports
510187860953734281,272,Sports
1129716952305131431,325,Electronics
254819410114068959,915,Clothing
654381710563660427,508,Sports
157860332969431000,886,Books
746144186016092076,849,Sports
95798623202797832,309,Electronics
212402769803730585,827,Home
85349404447371941,428,Electronics
508655597991428463,902,Electronics
196187195072243589,985,Electronics
484417423906968147,328,Books
469999440381652059,50,Sports
389805612085986908,338,Books
440569559179548892,788,Books
828566916664769119,96,Home
1145799899637147536,471,Home
904970967890287939,165,Clothing
1109998557829373685,496,Sports
881902708902982108,906,Sports
1055509462626241710,743,Clothing
536035145926336323,614,Beauty
671009816853039307,745,Electronics
1123798863781000074,11,Home
640295327426637184,73,Home
759380673004614649,332,Beauty
24260924377487900,526,Books
340482347811051992,904,Electronics
193457110115008988,289,Beauty
544985677470145480,504,Sports
780050947481233534,193,Clothing
262551050816431369,304,Books
865057505401527143,981,Clothing
734382014358142037,793,Home
151985234634695020,840,Clothing
79127136248728173,684,Beauty
559042200181622875,676,Clothing
664902927519821465,620,Home
1135837674919269130,789,Clothing
818547467947108426,935,Sports
565064376631472267,353,Clothing
237682413313210595,577,Home
436604587309576788,499,Beauty
892283793536067699,264,Home
414805621830787892,915,Books
548184677809229209,821,Books
604078188923670501,22,Sports
248700794930530788,732,Home
132390822753192737,913,Sports
403960638405820300,467,Electronics
649479446367302204,776,Home
21664786322139974,796,Sports
1111013276925689393,986,Beauty
725108362911736971,581,Beauty
408504933140790341,254,Home
228166029604267335,506,Clothing
530362641953102888,652,Books
1140877053705509146,505,Electronics
820414112441050227,723,Sports
624408766232117281,590,Beauty
818169859564396478,114,Sports
1121924263470417748,142,Books
1037618873450237585,610,Home
709227098289463370,919,Electronics
1136634380843792785,738,Clothing
623949800517079094,357,Home
777424820136855656,80,Beauty
656619051849197398,53,Electronics
342150553964040653,807,Books
969141736022725698,749,Clothing
345614951202554820,228,Books
662243919766748309,665,Home
596223340173094427,307,Electronics
685105588970634128,224,Home
212418333206788531,550,Books
1137187081751359254,514,Books
339443023034884616,597,Sports
649847128829068158,314,Clothing
552067455985270786,471,Electronics
659151046558060437,703,Electronics
848685681084868616,602,Home
1001795988882742233,289,Electronics
53722925236782321,701,Beauty
406081996859179185,707,Clothing
723820690207114765,294,Electronics
433465741853324658,495,Clothing
532005257984624912,597,Electronics
1008123929678275178,355,Electronics
983938357614397227,142,Electronics
617138648161018185,548,Books
11924826139836972,830,Books
319337564101950966,25,Books
399129393887982810,846,Electronics
296655379861212847,400,Books
302134445544055355,759,Home
28427867010769396,312,Sports
481779284243497259,306,Clothing
729202477684234196,351,Beauty
57105496942311562,519,Clothing
520658032581126889,694,Home
520005317907324501,903,Books
435554530304385364,271,Books
740931119914062315,523,Books
251676681444247756,495,Beauty
114646268785502813,379,Home
936249484345550424,718,Sports
483903949533642536,542,Clothing
253435599152776318,572,Electronics
562558292512344332,102,Home
803485302011075960,140,Electronics
25995770353570455,54,Sports
978018864234180753,914,Sports
414618173750093298,741,Sports
253003064404295022,378,Sports
1152915886421272950,881,Home
992613494937628736,956,Beauty
966980351872242520,669,Electronics
594940528000966573,513,Home
1130197546138292630,992,Electronics
919742493858761854,287,Books
499434080838754510,562,Beauty
560395943336081068,181,Sports
977891492522206904,484,Home
520287040936902208,311,Books
974642992545090966,281,Electronics
222237758931638877,640,Beauty
1107087401729356231,243,Electronics
945509973662601046,510,Beauty
218210977142501106,456,Books
754619739804252404,428,Beauty
716912366124855049,979,Books
896980739519325899,109,Home
340878043263837483,649,Books
427066547419943980,814,Sports
956406203749827789,734,Electronics
565549403936029052,977,Clothing
426114773922198618,880,Clothing
795947499226296741,84,Books
227758453273131321,504,Electronics
322154260378345066,385,Books
1014198023698399114,440,Clothing
356040741602132634,794,Home
241653974737053507,59,Beauty
570323909781603244,133,Books
114639377102759578,483,Home
830873738248362083,979,Beauty
1044012434782183279,294,Sports
1013466808425349159,926,Books
1029737636457221884,210,Beauty
190748027973713505,53,Beauty
828168770111053460,596,Beauty
610113000681615395,833,Electronics
286607550467385007,42,Clothing
513117580772118409,763,Sports
843811158137868445,592,Sports
629496915406615787,120,Beauty
484444543024757647,820,Beauty
508579580391980905,125,Beauty
545063136114895954,27,Sports
121591123117314033,180,Books
971549448566178089,567,Home
268725332664059637,220,Electronics
855820129850776711,260,Electronics
536598666223034627,664,Sports
372046521023910413,408,Sports
107501303565815646,253,Home
576456235786778333,80,Home
966259737020377182,435,Sports
1098595449320674212,473,Clothing
573321036776685883,487,Electronics
1093178750841386583,992,Clothing
673788579771009677,537,Clothing
958067017416413780,52,Home
304539555221937697,554,Beauty
988361960751787138,584,Home
238926910181079438,924,Sports
1120958497507649689,90,Clothing
602980346494767656,165,Beauty
760416794698161878,48,Home
125932652960859431,123,Clothing
599092270530143851,425,Home
1010585877168897790,570,Clothing
1137587198737438207,983,Clothing
70083635602376966,331,Clothing
32667586575159691,524,Sports
1062676073780079123,146,Home
958092095039430555,561,Clothing
819051110086784380,323,Home
160163243813057882,705,Beauty
772867519749034118,939,Sports
872462149404339347,12,Clothing
156123454551304698,686,Electronics
1005662731706360314,954,Electronics
997373532470734052,647,Sports
78746546880953979,499,Electronics
350521753343969336,954,Home
526108533381454243,562,Sports
922716296546137169,443,Books
1149692037678802779,215,Home
811822322153127228,228,Sports
516235578009691584,876,Sports
325116012060542039,469,Home
1036660238555971945,10,Clothing
253476406686882045,73,Sports
1056485127689758865,12,Sports
827311559275355202,826,Electronics
1011260960698859496,192,Electronics
18917304113042630,820,Home
1021587570314383566,40,Home
832022162456407043,292,Home
1114113176336659735,565,Beauty
428231809656688365,713,Electronics
366099271537263674,71,Home
728548420088350816,400,Home
720436447881621286,273,Electronics
410398379062255904,734,Books
747935984319557619,691,Books
990179249186414743,396,Beauty
987415586288542937,332,Sports
884323669085959338,241,Electronics
111596485895604202,550,Home
670032056015164737,445,Books
952743854796515818,483,Books
532217532952507553,454,Electronics
1045356996436766726,242,Books
473362631222962251,23,Home
428377087795736921,889,Sports
867410847734236930,871,Sports
885751165217141071,803,Beauty
812222532840446213,606,Sports
5624209880488377,22,Clothing
59320860782009101,132,Sports
309575832927354137,68,Clothing
1152213813098916954,295,Books
1105305618029276411,623,Home
380758883243996075,376,Electronics
484079176790628863,854,Beauty
818798828874869407,206,Sports
681023477761145499,342,Sports
325094878014338839,850,Home
744726565810917400,134,Beauty
206543023505835888,26,Home
271150565492453424,959,Clothing
416729091445847091,17,Home
715405528721938670,464,Beauty
335499171652017312,329,Electronics
935218953008033378,494,Sports
941762837896170637,235,Electronics
550908187903352495,586,Clothing
110488065014872014,265,Electronics
28119994818051237,876,Electronics
729574049463132862,744,Electronics
46744139429430208,697,Electronics
1086603778575754431,286,Electronics
698962731938146935,388,Clothing
493880923426187339,145,Home
563888635974342214,617,Beauty
239640488612485082,223,Beauty
1011298223781758046,467,Books
331897805316406458,317,Sports
384669809944546621,870,Home
452393041219013077,54,Electronics
279187432048152670,581,Sports
612679580013246103,357,Electronics
475716503459382791,256,Home
1054525274814064328,879,Beauty
774876583456439106,274,Clothing
742036857523745067,870,Clothing
477945955666897772,786,Sports
250585266229611697,705,Books
886876012241888811,696,Electronics
500050581543850059,73,Electronics
450671987525431767,439,Sports
627423653227484054,947,Sports
297875130618387792,429,Clothing
342190394292741113,553,Books
190038730234353719,828,Sports
169166999254565142,278,Clothing
463970084123137444,749,Sports
31604823548324354,900,Electronics
370783047284673717,56,Electronics
196148191323378462,724,Clothing
1088366490132778372,320,Beauty
165830981264158358,59,Clothing
236964723506701505,618,Electronics
104079135241165948,501,Books
1044992341424390541,133,Electronics
820913979751880364,868,Electronics
914408359735812859,551,Home
1072635581912560963,779,Clothing
816190747024819343,280,Clothing
799829237105561528,754,Home
12103433536650524,403,Clothing
1111854166017079632,410,Sports
890817656729154771,85,Electronics
692273020180414937,500,Beauty
1027575856205249424,865,Beauty
799900697039805377,941,Clothing
797838569898374854,717,Sports
1126736745538948837,743,Books
234601388002798517,410,Electronics
1021330020574030071,819,Sports
1125492102075503765,474,Clothing
70551409554954850,975,Electronics
791820523053886286,318,Books
120264130515436950,941,Sports
798613430593287428,343,Home
151560024627025277,220,Clothing
559050011570325522,790,Home
214836837581387952,955,Electronics
446769927121070987,459,Sports
160124435044008254,172,Electronics
904166355041540660,465,Books
404558697477628939,832,Books
793049463130281743,112,Electronics
495264048863139190,157,Books
435108024318595013,482,Books
749092709237916778,661,Electronics
600069258058805598,252,Clothing
418086375039954476,700,Clothing
220364494149224461,418,Sports
758707524377966394,318,Electronics
651439461577109915,114,Electronics
389163852776167553,354,Home
152780032049579565,726,Clothing
517766271774082353,271,Electronics
555099235282713968,56,Home
29916192553186948,403,Home
574348549561315941,773,Clothing
893997899119668259,94,Sports
27186861647690831,722,Home
354034231431981113,253,Beauty
2713086148423672,146,Books
424116639909723495,55,Beauty
365790657943475410,656,Electronics
558646736089732523,790,Books
52025187295868273,645,Home
904829198064997021,767,Sports
838825910397604878,464,Books
748778755440423335,456,Electronics
904389534837167533,313,Sports
1079904518607987484,590,Clothing
467382900561775260,798,Electronics
1131356486931572963,520,Books
515887331931674996,217,Electronics
289292547529646461,129,Beauty
447760895584999512,923,Home
720206559653699509,916,Books
973840172578178449,141,Books
279551176836513735,498,Electronics
111178745355171001,618,Beauty
525557418603331140,175,Sports
376647389108302902,517,Books
177446362108381970,658,Clothing
1118566839172282015,384,Home
873341953218283461,535,Sports
160799991027865853,913,Beauty
269719828183021528,718,Home
74070477476931258,222,Beauty
534995988684740110,115,Electronics
502793188741865318,865,Sports
532599842332610706,929,Home
830330174684037672,666,Home
520406619021556423,502,Sports
547171531514272349,944,Sports
501596500701974203,440,Home
53774797031904635,464,Electronics
185145460289472060,611,Beauty
829230354880419747,769,Sports
72866830532774664,850,Beauty
281505601608372031,596,Electronics
183019598993840063,928,Beauty
840332138589521705,388,Beauty
1003016613750945496,964,Home
664729664096794169,224,Beauty
1128140377694732141,697,Clothing
291091648511293708,529,Beauty
400236937703660368,635,Home
841021528575046192,686,Clothing
712300479020290292,716,Electronics
492166408211989682,202,Beauty
605926007996984152,746,Beauty
1013347749280324881,39,Beauty
72063646594662694,996,Beauty
150264049682687987,595,Sports
1077774511489555083,953,Clothing
741325615281609962,730,Sports
900512382981795548,719,Beauty
863050170650691033,681,Home
31258989388404400,170,Electronics
734218926119807157,225,Beauty
803099484013289734,323,Beauty
530796524461962057,279,Electronics
382262659749214045,111,Home
702151527116225487,995,Electronics
385825200762420287,785,Books
1132053898513399869,768,Sports
843102945511586201,879,Books
1015069767928190349,3,Clothing
802036634432044049,873,Beauty
663024503603351616,659,Sports
596371374768915215,594,Books
504493782713886340,940,Beauty
913332084753384273,9,Sports
439424647238804486,329,Books
832773836058019169,638,Home
693926369052651201,137,Beauty
691616867063062184,380,Sports
1063387877311724426,988,Beauty
281623171860148188,505,Clothing
90724500974215674,700,Sports
1149083858281070048,318,Home
695819793617664586,282,Clothing
809885086844060301,861,Beauty
916950012506582726,198,Sports
769240312948102347,229,Sports
630156288698973794,876,Beauty
456001943704452921,826,Beauty
149473610057502311,354,Electronics
1023816025083794844,706,Sports
766027281273714165,776,Beauty
240312051347510351,290,Sports
674908143437620905,492,Beauty
855126997095698302,742,Beauty
287142488348489495,568,Beauty
817419689867075146,921,Books
1137397322311349197,327,Electronics
1072156091692992145,974,Books
129804601566046128,502,Home
910931012491524745,332,Electronics
508045763838334512,852,Electronics
491890222792966761,924,Clothing
1128624965407808182,802,Beauty
764208121082699295,189,Electronics
995968092144736218,475,Books
467145911198186696,923,Electronics
464114140305452245,542,Electronics
411911205732465083,594,Clothing
1105818109151951660,166,Home
259231289778277539,495,Electronics
1033994048044944667,601,Home
997282641045627754,379,Sports
212029429099899704,105,Electronics
556348808465171352,203,Electronics
972920145434550516,609,Electronics
552588173497205216,494,Electronics
158690774020486703,482,Home
121368947088958479,387,Books
1092396917533346342,893,Sports
477964430035184613,172,Books
1063132710087240848,113,Books
66194150548107332,280,Sports
520376858729794450,881,Electronics
924897960329086591,682,Sports
434437749980976741,837,Clothing
502182145563476539,36,Books
775092376779716791,616,Electronics
958740718498527877,752,Sports
523543265412115524,562,Clothing
453730993768800498,58,Clothing
147057826519664657,861,Sports
655785386009869286,338,Clothing
1103936678697016170,489,Sports
952397588560335282,539,Books
754780371074020799,95,Sports
275896426757809395,559,Beauty
833141680476921686,771,Electronics
89228996195956458,109,Electronics
779408282371027401,757,Beauty
113060891792609014,724,Home
811369546427205414,180,Beauty
1022731796691772000,543,Sports
463505738897181948,979,Clothing
556324000383705557,913,Clothing
737094588181317861,247,Home
3558979074488249,34,Clothing
634457257615029568,615,Electronics
431055672640481827,766,Books
799840405277524899,885,Electronics
336638756767034045,138,Home
90077359366033311,524,Electronics
956090940617711745,767,Clothing
1060009036627248054,93,Sports
833625323151530123,209,Beauty
1028575033501691734,656,Sports
1053036170618280205,120,Home
892616454402323273,966,Sports
96576297395722040,794,Beauty
