order_item_id,order_id,product_key,promotion_key,quantity,unit_price,line_total,attributed_to_promo
13038,7314,778941814281403363,805,3,39.09,117.27,True
30965,3161,778941814281403363,-1,1,117.06,117.06,False
8363,2765,778941814281403363,-1,3,77.8,233.4,False
4580,4351,1013061252918756925,298,2,180.89,361.78,True
14464,6688,1013061252918756925,814,3,213.96,641.88,True
28345,9759,1013061252918756925,-1,1,103.7,103.7,False
19772,9681,941060771521902952,309,1,54.8,54.8,True
4415,12078,941060771521902952,308,2,82.55,165.1,True
13783,9398,941060771521902952,-1,1,80.28,80.28,False
23892,14907,730477444316237973,1216,3,40.11,120.33,True
10739,14250,730477444316237973,-1,1,47.25,47.25,False
22412,3146,730477444316237973,-1,3,31.47,94.41,False
32309,739,730477444316237973,-1,1,7.26,7.26,False
17486,9157,730477444316237973,-1,3,40.07,120.21,False
19934,4949,730477444316237973,-1,3,48.72,146.16,False
16489,11581,955461622208750155,768,3,166.01,498.03,True
1100,11654,955461622208750155,981,1,56.55,56.55,True
33840,6100,955461622208750155,1062,1,173.39,173.39,True
12048,4011,955461622208750155,-1,2,72.22,144.44,False
30459,2934,955461622208750155,-1,2,185.05,370.1,False
31076,2896,955461622208750155,-1,2,191.55,383.1,False
2304,7571,955461622208750155,-1,1,88.75,88.75,False
25957,8157,955461622208750155,-1,3,117.43,352.29,False
5595,326,955461622208750155,-1,3,48.55,145.65,False
30226,11090,955461622208750155,-1,2,165.91,331.82,False
7056,8040,469382188015132989,1040,3,62.04,186.12,True
9787,205,469382188015132989,-1,1,298.87,298.87,False
7261,2092,469382188015132989,-1,3,238.01,714.03,False
5178,12284,469382188015132989,-1,2,340.19,680.38,False
13732,291,469382188015132989,-1,3,189.59,568.77,False
15980,736,469382188015132989,-1,3,137.74,413.22,False
4099,1160,904248215132061716,309,1,198.86,198.86,True
10706,4924,904248215132061716,-1,2,205.39,410.78,False
23886,8092,904248215132061716,-1,2,106.36,212.72,False
9923,7423,904248215132061716,-1,2,121.92,243.84,False
30571,4173,10083189445721899,52,2,149.16,298.32,True
6769,12211,10083189445721899,1064,3,97.81,293.43,True
17601,9606,10083189445721899,-1,3,44.02,132.06,False
11943,12081,10083189445721899,-1,1,103.71,103.71,False
28443,11300,10083189445721899,-1,1,30.42,30.42,False
24931,6269,10083189445721899,-1,3,139.29,417.87,False
6750,3155,103735105991995785,210,2,183.65,367.3,True
9181,14327,103735105991995785,910,2,149.28,298.56,True
1493,2437,103735105991995785,1069,2,126.98,253.96,True
32524,4851,103735105991995785,-1,1,31.03,31.03,False
20790,8756,103735105991995785,-1,3,31.14,93.42,False
20471,12097,303906772451889541,1144,2,216.41,432.82,True
11879,13820,303906772451889541,-1,3,228.66,685.98,False
406,13245,303906772451889541,-1,1,226.65,226.65,False
3141,4849,675748649942338092,1438,1,90.62,90.62,True
13485,5612,675748649942338092,-1,2,146.7,293.4,False
25065,1254,675748649942338092,-1,3,57.34,172.02,False
14148,1782,675748649942338092,-1,2,16.18,32.36,False
29149,6014,398104192980947426,139,2,165.37,330.74,True
6246,13828,398104192980947426,443,3,37.16,111.48,True
22517,12917,398104192980947426,927,3,212.33,636.99,True
5252,3553,398104192980947426,-1,2,163.2,326.4,False
16422,559,398104192980947426,-1,1,167.31,167.31,False
11470,2675,398104192980947426,-1,2,235.84,471.68,False
16616,11140,398104192980947426,-1,1,125.87,125.87,False
12326,438,398104192980947426,-1,2,155.75,311.5,False
31072,10726,398104192980947426,-1,3,221.78,665.34,False
15698,10898,398104192980947426,-1,3,152.06,456.18,False
9357,4341,398104192980947426,-1,3,55.43,166.29,False
1092,9332,398104192980947426,-1,3,38.6,115.8,False
28442,4244,398104192980947426,-1,2,238.63,477.26,False
9829,10002,334423420006198759,1066,2,196.05,392.1,True
1441,8667,334423420006198759,1053,3,158.81,476.43,True
9362,4188,334423420006198759,-1,1,49.68,49.68,False
5036,13373,334423420006198759,-1,1,157.51,157.51,False
33766,6655,334423420006198759,-1,3,125.18,375.54,False
14182,5019,334423420006198759,-1,1,110.35,110.35,False
16868,14006,279719230772713360,443,2,373.41,746.82,True
12574,3257,279719230772713360,598,2,142.76,285.52,True
1101,14130,279719230772713360,726,1,362.48,362.48,True
28825,8830,279719230772713360,1494,2,405.79,811.58,True
12942,9518,279719230772713360,-1,1,366.37,366.37,False
17325,2622,279719230772713360,-1,2,156.28,312.56,False
33143,11413,279719230772713360,-1,2,162.98,325.96,False
12466,9707,279719230772713360,-1,1,207.26,207.26,False
24797,1035,279719230772713360,-1,3,357.25,1071.75,False
349,12619,279719230772713360,-1,1,86.67,86.67,False
25364,6219,279719230772713360,-1,2,283.62,567.24,False
9658,12109,881865285198797610,-1,3,10.09,30.27,False
8881,179,881865285198797610,-1,3,46.9,140.7,False
33650,9474,881865285198797610,-1,2,28.49,56.98,False
33185,5663,440510659030430573,139,1,15.27,15.27,True
26189,724,440510659030430573,-1,2,38.96,77.92,False
33378,4276,440510659030430573,-1,2,18.68,37.36,False
19278,7875,440510659030430573,-1,3,16.85,50.55,False
31653,14017,440510659030430573,-1,3,45.89,137.67,False
9100,1210,440510659030430573,-1,2,49.65,99.3,False
26745,3526,440510659030430573,-1,1,23.13,23.13,False
26249,12846,1050283912116246443,1085,3,344.93,1034.79,True
31379,5339,1050283912116246443,-1,3,161.23,483.69,False
14311,5609,1050283912116246443,-1,3,249.78,749.34,False
26606,13350,129423779245290414,-1,1,193.73,193.73,False
14392,13920,129423779245290414,-1,3,146.23,438.69,False
7588,9594,129423779245290414,-1,2,110.92,221.84,False
21357,14330,129423779245290414,-1,2,246.13,492.26,False
26990,5446,493677476495337028,80,2,128.0,256.0,True
20210,1542,493677476495337028,1456,2,477.09,954.18,True
28766,12335,493677476495337028,-1,1,176.32,176.32,False
27229,6996,493677476495337028,-1,1,57.48,57.48,False
10136,8607,493677476495337028,-1,1,358.11,358.11,False
3956,14831,493677476495337028,-1,3,349.22,1047.66,False
18276,60,1097966885678747330,113,3,75.83,227.49,True
2872,7591,1097966885678747330,655,2,17.76,35.52,True
7247,9692,1097966885678747330,-1,3,86.17,258.51,False
25894,3118,1097966885678747330,-1,1,102.11,102.11,False
13622,4332,1097966885678747330,-1,3,126.8,380.4,False
24235,7678,904874690753437506,258,1,125.9,125.9,True
9480,13579,904874690753437506,1360,2,193.35,386.7,True
21827,4840,904874690753437506,-1,3,114.08,342.24,False
16835,3461,904874690753437506,-1,2,48.33,96.66,False
27222,13030,904874690753437506,-1,2,148.54,297.08,False
31820,8017,335837670795972177,-1,3,80.42,241.26,False
2957,14872,335837670795972177,-1,1,29.39,29.39,False
29664,13776,335837670795972177,-1,1,116.21,116.21,False
26627,6472,335837670795972177,-1,3,105.89,317.67,False
7291,4917,335837670795972177,-1,2,73.04,146.08,False
2112,14244,335837670795972177,-1,1,58.3,58.3,False
29683,9798,335837670795972177,-1,2,112.5,225.0,False
30516,2671,702533507059213118,697,1,22.33,22.33,True
32363,12535,702533507059213118,-1,2,28.45,56.9,False
31993,3723,702533507059213118,-1,3,27.24,81.72,False
7483,6947,702533507059213118,-1,2,23.73,47.46,False
23471,7030,702533507059213118,-1,3,18.44,55.32,False
13050,2447,702533507059213118,-1,2,45.38,90.76,False
22248,1645,702533507059213118,-1,2,19.53,39.06,False
32356,8984,702533507059213118,-1,1,8.69,8.69,False
26283,8512,702533507059213118,-1,3,40.4,121.2,False
9215,5404,702533507059213118,-1,2,31.95,63.9,False
23756,11981,35114610212419350,-1,2,137.62,275.24,False
17714,2962,35114610212419350,-1,3,104.3,312.9,False
11312,7117,35114610212419350,-1,1,15.5,15.5,False
1445,9821,35114610212419350,-1,2,90.85,181.7,False
23088,6273,35114610212419350,-1,2,50.38,100.76,False
9836,11124,35114610212419350,-1,1,149.39,149.39,False
17415,9000,35114610212419350,-1,2,78.6,157.2,False
29707,786,35114610212419350,-1,1,73.56,73.56,False
14028,12337,35114610212419350,-1,3,53.87,161.61,False
7812,2853,35114610212419350,-1,2,109.74,219.48,False
7294,4444,40824886902963225,-1,2,180.72,361.44,False
13956,1444,40824886902963225,-1,1,67.69,67.69,False
12212,13862,40824886902963225,-1,1,379.66,379.66,False
4078,9485,40824886902963225,-1,1,449.08,449.08,False
1562,11082,192130492325309899,-1,2,171.72,343.44,False
8128,3872,192130492325309899,-1,2,109.19,218.38,False
26193,9521,192130492325309899,-1,1,68.11,68.11,False
24630,4255,192130492325309899,-1,2,143.05,286.1,False
6077,6930,192130492325309899,-1,3,141.54,424.62,False
13544,13796,192130492325309899,-1,1,135.51,135.51,False
11363,2793,192130492325309899,-1,2,244.51,489.02,False
8430,7812,457887346471348042,358,1,46.82,46.82,True
33343,2410,457887346471348042,1377,2,140.56,281.12,True
5230,12347,457887346471348042,-1,1,193.43,193.43,False
3863,6938,457887346471348042,-1,2,172.49,344.98,False
3091,14864,457887346471348042,-1,3,174.41,523.23,False
4884,13452,989547214458324939,-1,1,134.27,134.27,False
34183,8625,989547214458324939,-1,2,50.26,100.52,False
31540,9776,989547214458324939,-1,1,149.07,149.07,False
13297,14765,989547214458324939,-1,2,38.75,77.5,False
29866,819,534320591942586198,-1,1,40.42,40.42,False
8934,5523,534320591942586198,-1,2,42.62,85.24,False
17751,1509,534320591942586198,-1,1,14.05,14.05,False
8293,1350,652792085077204706,-1,3,78.38,235.14,False
34563,9539,652792085077204706,-1,1,206.61,206.61,False
26623,7876,652792085077204706,-1,2,112.69,225.38,False
26396,8475,652792085077204706,-1,3,168.89,506.67,False
8217,5490,652792085077204706,-1,3,56.56,169.68,False
26322,6080,433229385574621052,677,2,409.54,819.08,True
31130,11154,433229385574621052,-1,1,371.62,371.62,False
12321,6055,433229385574621052,-1,1,170.32,170.32,False
31719,1173,433229385574621052,-1,1,468.19,468.19,False
34784,2045,433229385574621052,-1,1,275.99,275.99,False
20012,14935,66113467944809491,-1,2,168.91,337.82,False
12098,3945,66113467944809491,-1,2,92.91,185.82,False
17507,10996,66113467944809491,-1,1,60.42,60.42,False
19953,12810,66113467944809491,-1,2,68.14,136.28,False
34735,11355,66113467944809491,-1,1,120.56,120.56,False
21430,6348,66113467944809491,-1,3,53.74,161.22,False
27504,3156,66113467944809491,-1,1,95.45,95.45,False
24868,1683,66113467944809491,-1,3,125.08,375.24,False
6792,13330,118207504313900297,119,1,90.56,90.56,True
34208,9747,118207504313900297,376,1,58.83,58.83,True
34038,2884,118207504313900297,1169,2,119.99,239.98,True
10965,7743,118207504313900297,-1,1,111.72,111.72,False
19383,10553,118207504313900297,-1,2,188.57,377.14,False
4011,4061,655925696279906973,1122,2,141.31,282.62,True
6395,2260,655925696279906973,-1,1,194.15,194.15,False
14280,7108,655925696279906973,-1,2,243.6,487.2,False
20959,871,655925696279906973,-1,3,144.45,433.35,False
4555,10226,397430300211496825,347,1,69.3,69.3,True
23611,7055,397430300211496825,554,3,16.04,48.12,True
34411,3310,397430300211496825,650,1,78.22,78.22,True
29161,7109,397430300211496825,-1,2,99.91,199.82,False
30507,1081,397430300211496825,-1,3,19.91,59.73,False
10498,7719,397430300211496825,-1,1,129.0,129.0,False
30784,285,397430300211496825,-1,2,144.38,288.76,False
4403,1528,397430300211496825,-1,3,69.05,207.15,False
13970,13180,189100856372242226,444,1,76.45,76.45,True
923,6092,189100856372242226,-1,2,72.9,145.8,False
15690,9949,189100856372242226,-1,3,75.58,226.74,False
4410,1962,189100856372242226,-1,1,112.39,112.39,False
8532,11517,189100856372242226,-1,3,76.62,229.86,False
1285,11155,189100856372242226,-1,2,110.66,221.32,False
15334,14369,189100856372242226,-1,2,139.65,279.3,False
22495,7456,189100856372242226,-1,3,96.22,288.66,False
26365,6789,189100856372242226,-1,1,94.07,94.07,False
24152,332,189100856372242226,-1,1,24.59,24.59,False
17680,6202,340403532389584877,180,2,70.06,140.12,True
15284,1751,340403532389584877,850,1,119.2,119.2,True
26454,3879,340403532389584877,-1,2,32.33,64.66,False
15252,11140,340403532389584877,-1,1,136.59,136.59,False
993,12973,340403532389584877,-1,2,148.43,296.86,False
25175,5967,340403532389584877,-1,3,59.85,179.55,False
26216,6263,340403532389584877,-1,1,67.44,67.44,False
22137,4055,158820617713348904,-1,2,164.36,328.72,False
10132,14256,158820617713348904,-1,2,163.49,326.98,False
27648,7041,158820617713348904,-1,3,115.6,346.8,False
5380,9660,158820617713348904,-1,2,222.77,445.54,False
2905,510,158820617713348904,-1,1,181.24,181.24,False
26760,2055,158820617713348904,-1,1,127.84,127.84,False
14448,8548,158820617713348904,-1,1,274.35,274.35,False
16667,11594,158820617713348904,-1,1,162.65,162.65,False
8874,13723,895136568928472725,318,2,27.29,54.58,True
13914,3696,895136568928472725,1300,2,65.13,130.26,True
16179,2309,895136568928472725,-1,1,33.58,33.58,False
657,8265,895136568928472725,-1,2,98.97,197.94,False
34228,12382,895136568928472725,-1,1,142.75,142.75,False
30022,12600,895136568928472725,-1,1,59.44,59.44,False
13725,3423,895136568928472725,-1,3,123.83,371.49,False
11004,2985,895136568928472725,-1,1,49.46,49.46,False
25475,5953,293885812888977277,1317,2,53.02,106.04,True
15758,13778,293885812888977277,-1,1,42.85,42.85,False
1121,7543,293885812888977277,-1,3,110.12,330.36,False
31311,12108,293885812888977277,-1,2,287.31,574.62,False
31228,1457,293885812888977277,-1,3,228.24,684.72,False
6756,337,293885812888977277,-1,2,163.29,326.58,False
24649,6739,293885812888977277,-1,2,150.94,301.88,False
13263,4574,293885812888977277,-1,1,96.24,96.24,False
21682,5516,532030886710701651,-1,1,23.53,23.53,False
255,7201,532030886710701651,-1,2,16.83,33.66,False
2287,12124,532030886710701651,-1,1,18.09,18.09,False
23014,6372,532030886710701651,-1,3,24.87,74.61,False
6820,7399,918202574309474067,-1,3,205.04,615.12,False
7735,12861,918202574309474067,-1,2,244.44,488.88,False
17921,980,675938541445632675,1147,1,58.41,58.41,True
3696,7989,675938541445632675,-1,2,215.66,431.32,False
14804,8205,675938541445632675,-1,3,403.78,1211.34,False
27900,8354,675938541445632675,-1,3,395.57,1186.71,False
11768,2000,675938541445632675,-1,1,190.04,190.04,False
24566,4412,675938541445632675,-1,2,484.76,969.52,False
13802,7835,735313394519524909,575,1,55.73,55.73,True
25118,10903,735313394519524909,-1,3,24.83,74.49,False
7615,4081,735313394519524909,-1,1,136.55,136.55,False
24440,7910,735313394519524909,-1,1,87.76,87.76,False
19010,11710,301492599291773679,1422,2,254.54,509.08,True
13371,2934,301492599291773679,-1,2,469.88,939.76,False
4236,1373,301492599291773679,-1,3,433.39,1300.17,False
23307,14783,301492599291773679,-1,3,124.71,374.13,False
20142,1481,18477004385381019,1205,1,273.74,273.74,True
15733,6797,18477004385381019,-1,1,289.58,289.58,False
7096,269,763290432970191348,-1,3,409.35,1228.05,False
30941,9933,763290432970191348,-1,1,328.01,328.01,False
10722,12247,751983197180137374,383,2,338.09,676.18,True
22840,305,751983197180137374,974,2,437.14,874.28,True
12259,8313,751983197180137374,1334,1,142.56,142.56,True
28485,6780,904053632646346069,-1,1,33.63,33.63,False
20263,3860,904053632646346069,-1,2,34.51,69.02,False
10761,4403,904053632646346069,-1,1,46.09,46.09,False
14407,9054,904053632646346069,-1,2,81.9,163.8,False
16899,7748,904053632646346069,-1,3,125.61,376.83,False
12408,10888,904053632646346069,-1,3,76.58,229.74,False
9161,2057,1125660183972349160,974,1,189.47,189.47,True
19904,1461,1125660183972349160,-1,2,243.01,486.02,False
24091,5310,1125660183972349160,-1,3,74.5,223.5,False
7673,8044,1125660183972349160,-1,3,36.41,109.23,False
7552,12129,1125660183972349160,-1,3,58.4,175.2,False
6652,1934,1125660183972349160,-1,3,291.28,873.84,False
28087,12808,1125660183972349160,-1,1,112.68,112.68,False
9844,5579,1125660183972349160,-1,3,139.74,419.22,False
5506,9347,557199239767025629,149,3,433.88,1301.64,True
11465,6878,557199239767025629,-1,2,213.73,427.46,False
19557,10217,557199239767025629,-1,1,258.77,258.77,False
29071,11644,557199239767025629,-1,3,288.66,865.98,False
30946,13677,816134696207970322,1169,1,133.64,133.64,True
968,7264,816134696207970322,-1,1,120.66,120.66,False
6156,2097,816134696207970322,-1,1,57.08,57.08,False
34861,12105,816134696207970322,-1,2,109.02,218.04,False
3293,3101,816134696207970322,-1,2,71.47,142.94,False
20115,8519,91100533862715296,655,1,33.43,33.43,True
22462,13921,91100533862715296,-1,3,28.46,85.38,False
13138,8323,91100533862715296,-1,2,5.67,11.34,False
14751,10272,376258515677608595,1221,3,35.03,105.09,True
28973,12000,376258515677608595,-1,3,108.02,324.06,False
33111,8232,376258515677608595,-1,3,24.19,72.57,False
3722,9939,376258515677608595,-1,1,113.55,113.55,False
34704,4877,376258515677608595,-1,1,99.82,99.82,False
26273,9175,370290163485434864,1024,3,24.38,73.14,True
30375,701,370290163485434864,-1,1,63.62,63.62,False
13552,14190,370290163485434864,-1,3,106.12,318.36,False
10733,5114,370290163485434864,-1,2,147.67,295.34,False
22698,14601,761110364284056145,978,3,138.6,415.8,True
28386,1067,761110364284056145,1368,1,186.77,186.77,True
30338,7546,761110364284056145,-1,1,74.33,74.33,False
31663,12764,761110364284056145,-1,1,98.24,98.24,False
19404,2892,761110364284056145,-1,2,183.93,367.86,False
2631,8847,761110364284056145,-1,2,131.39,262.78,False
2220,9789,711351983005149260,68,3,368.81,1106.43,True
8148,13054,711351983005149260,-1,2,320.04,640.08,False
6476,11415,711351983005149260,-1,3,414.2,1242.6,False
27234,9708,574340031630293747,181,2,51.32,102.64,True
15140,1894,574340031630293747,-1,2,335.73,671.46,False
11647,2452,574340031630293747,-1,1,221.09,221.09,False
12225,3636,574340031630293747,-1,3,241.9,725.7,False
32587,13190,574340031630293747,-1,2,373.13,746.26,False
15138,12576,32589069237040454,319,2,34.19,68.38,True
18850,5701,32589069237040454,843,1,127.69,127.69,True
29529,7833,32589069237040454,1439,1,107.11,107.11,True
25825,8911,32589069237040454,-1,3,65.88,197.64,False
34533,8249,32589069237040454,-1,3,87.57,262.71,False
7420,10959,32589069237040454,-1,3,42.91,128.73,False
15304,9353,32589069237040454,-1,1,38.49,38.49,False
15774,10942,874879750178073801,493,2,164.37,328.74,True
22927,322,874879750178073801,1233,2,292.53,585.06,True
21248,9959,874879750178073801,-1,2,406.24,812.48,False
33227,3952,874879750178073801,-1,2,190.68,381.36,False
33186,14721,874879750178073801,-1,3,257.78,773.34,False
20600,12932,49660252460415990,9,2,33.49,66.98,True
5578,9919,49660252460415990,1194,3,43.07,129.21,True
9117,13643,49660252460415990,-1,1,17.95,17.95,False
10818,13464,49660252460415990,-1,2,26.07,52.14,False
13867,9020,49660252460415990,-1,1,30.36,30.36,False
20211,13649,49660252460415990,-1,1,25.35,25.35,False
28520,7236,49660252460415990,-1,2,27.79,55.58,False
29732,10894,49660252460415990,-1,3,22.62,67.86,False
10094,965,747253972775359239,1265,1,6.08,6.08,True
335,11110,747253972775359239,-1,1,6.65,6.65,False
31451,5523,747253972775359239,-1,3,47.11,141.33,False
21270,7689,747253972775359239,-1,1,13.27,13.27,False
7771,11633,747253972775359239,-1,2,6.69,13.38,False
27523,8770,747253972775359239,-1,2,23.44,46.88,False
4958,14196,1133749287387336292,383,2,308.15,616.3,True
15617,8007,1133749287387336292,-1,1,256.14,256.14,False
4761,4434,1133749287387336292,-1,3,258.99,776.97,False
21984,13031,1133749287387336292,-1,1,122.17,122.17,False
20323,4847,1133749287387336292,-1,2,459.66,919.32,False
4014,8912,1133749287387336292,-1,1,457.26,457.26,False
834,13297,1133749287387336292,-1,1,374.97,374.97,False
13156,8852,1133749287387336292,-1,3,208.04,624.12,False
