order_id,customer_key,promotion_key,order_date_key,order_date,order_status,order_channel,order_value,attributed_to_promo,customer_segment_at_time
13944,1867,20,20250430,2025-04-30,PAID,Email,93.53,True,Low_Value
10516,1674,20,20250512,2025-05-12,PAID,Push,58.94,True,Low_Value
4068,95,20,20250505,2025-05-05,PAID,Push,123.02,True,Low_Value
10058,459,26,20250222,2025-02-22,PAID,Push,117.69,True,New_Customer
1610,1910,30,20250220,2025-02-20,CANCEL,Email,62.77,True,Low_Value
2525,1865,30,20250228,2025-02-28,CANCEL,Social,148.49,True,Low_Value
8023,1778,30,20250219,2025-02-19,PAID,Email,66.67,True,Low_Value
8594,922,30,20250309,2025-03-09,PAID,Social,86.44,True,Low_Value
3484,754,30,20250207,2025-02-07,PAID,Push,148.21,True,Low_Value
5805,356,30,20250208,2025-02-08,PAID,Push,48.61,True,Low_Value
211,1865,31,20250608,2025-06-08,PAID,SMS,134.85,True,Low_Value
14523,653,31,20250611,2025-06-11,PAID,Email,144.02,True,Low_Value
9251,559,31,20250613,2025-06-13,PAID,Direct,38.98,True,Low_Value
11669,1927,34,20250601,2025-06-01,CANCEL,Email,61.62,True,New_Customer
8644,420,34,20250523,2025-05-23,PAID,Direct,105.16,True,New_Customer
11004,1943,36,20250224,2025-02-24,CANCEL,Push,343.12,True,High_Value
7709,1993,38,20250111,2025-01-11,PAID,SMS,48.33,True,New_Customer
13740,1870,38,20250109,2025-01-09,PAID,Push,211.67,True,New_Customer
13202,519,38,20250102,2025-01-02,PAID,Social,178.92,True,New_Customer
2636,1952,40,20240826,2024-08-26,PAID,Direct,464.43,True,High_Value
6160,1923,40,20240825,2024-08-25,PAID,Email,183.77,True,Medium_Value
12349,1671,40,20240825,2024-08-25,PAID,Push,95.74,True,New_Customer
12958,1210,40,20240905,2024-09-05,PAID,Email,78.03,True,New_Customer
5502,1181,40,20240911,2024-09-11,CANCEL,Direct,328.93,True,Medium_Value
11808,1163,40,20240904,2024-09-04,CANCEL,Email,57.67,True,Low_Value
14517,1163,40,20240822,2024-08-22,PAID,Email,55.12,True,Low_Value
5655,942,40,20240903,2024-09-03,PAID,Email,113.36,True,Medium_Value
3613,884,40,20240902,2024-09-02,PAID,Email,224.73,True,Medium_Value
7809,742,40,20240828,2024-08-28,PAID,Push,75.38,True,Low_Value
10775,650,40,20240827,2024-08-27,PAID,Direct,552.83,True,High_Value
5436,969,41,20250625,2025-06-25,PAID,Push,233.67,True,High_Value
10123,235,41,20250702,2025-07-02,PAID,Push,247.38,True,High_Value
3152,536,42,20250408,2025-04-08,CANCEL,Social,546.82,True,High_Value
1543,1607,43,20241012,2024-10-12,PAID,SMS,207.25,True,New_Customer
4776,1500,43,20241014,2024-10-14,PAID,SMS,174.22,True,New_Customer
1939,1297,43,20241017,2024-10-17,PAID,Email,59.61,True,New_Customer
4065,901,43,20241024,2024-10-24,CANCEL,Email,88.15,True,New_Customer
13768,802,43,20241018,2024-10-18,PAID,Email,166.72,True,New_Customer
1753,549,43,20241021,2024-10-21,PAID,Direct,209.58,True,New_Customer
2709,1776,46,20250618,2025-06-18,PAID,SMS,98.84,True,Low_Value
4555,1588,46,20250622,2025-06-22,PAID,Push,60.53,True,Low_Value
7908,855,46,20250622,2025-06-22,CANCEL,SMS,122.6,True,Low_Value
11835,52,46,20250626,2025-06-26,PAID,SMS,72.87,True,Low_Value
5031,770,47,20241103,2024-11-03,CANCEL,SMS,472.94,True,High_Value
1306,1871,48,20240920,2024-09-20,PAID,Direct,113.53,True,New_Customer
8484,1248,48,20240921,2024-09-21,PAID,Push,196.12,True,New_Customer
7299,109,48,20240919,2024-09-19,PAID,Direct,144.79,True,New_Customer
14521,1598,51,20250321,2025-03-21,CANCEL,Email,130.1,True,New_Customer
2522,1267,51,20250312,2025-03-12,PAID,SMS,170.8,True,New_Customer
5036,906,51,20250316,2025-03-16,PAID,Email,232.49,True,New_Customer
8413,1869,52,20241120,2024-11-20,PAID,Social,106.62,True,New_Customer
8695,1449,52,20241108,2024-11-08,PAID,Direct,192.86,True,New_Customer
5741,1408,52,20241109,2024-11-09,PAID,Email,129.21,True,New_Customer
4873,1377,52,20241208,2024-12-08,PAID,Social,236.69,True,New_Customer
1902,1003,52,20241130,2024-11-30,PAID,SMS,136.02,True,New_Customer
14968,690,52,20241122,2024-11-22,PAID,Direct,110.98,True,New_Customer
1001,529,52,20241114,2024-11-14,CANCEL,Social,182.51,True,New_Customer
7074,404,52,20241025,2024-10-25,PAID,Social,66.08,True,New_Customer
10800,403,52,20241208,2024-12-08,PAID,Social,111.01,True,New_Customer
6387,402,52,20241109,2024-11-09,PAID,Social,217.9,True,New_Customer
4173,102,52,20241125,2024-11-25,PAID,Social,81.21,True,New_Customer
4539,58,52,20241110,2024-11-10,PAID,Social,74.25,True,New_Customer
14967,1,52,20241115,2024-11-15,PAID,Social,110.36,True,New_Customer
12230,1809,54,20241101,2024-11-01,PAID,Direct,84.91,True,New_Customer
12438,1453,56,20240925,2024-09-25,PAID,Email,125.94,True,Low_Value
14287,1306,56,20241001,2024-10-01,PAID,Push,116.51,True,Low_Value
581,909,56,20240908,2024-09-08,PAID,Push,57.34,True,Low_Value
105,904,56,20241004,2024-10-04,CANCEL,Push,69.53,True,Low_Value
204,535,56,20241004,2024-10-04,PAID,Email,75.78,True,Low_Value
7773,377,56,20241008,2024-10-08,PAID,Direct,81.39,True,Low_Value
14808,1597,57,20250318,2025-03-18,PAID,Push,203.63,True,Medium_Value
2336,1437,57,20250410,2025-04-10,PAID,Social,120.55,True,Medium_Value
11745,220,57,20250404,2025-04-04,PAID,Push,302.35,True,Medium_Value
11258,276,58,20250607,2025-06-07,PAID,Direct,83.75,True,New_Customer
10086,1916,62,20241215,2024-12-15,CANCEL,Email,200.1,True,New_Customer
10420,1201,62,20241130,2024-11-30,PAID,Direct,163.68,True,New_Customer
5155,919,62,20241204,2024-12-04,CANCEL,Push,385.97,True,High_Value
13633,426,62,20241205,2024-12-05,PAID,Email,263.7,True,High_Value
14930,240,62,20241215,2024-12-15,CANCEL,Push,91.61,True,Low_Value
5908,144,62,20241215,2024-12-15,PAID,Push,230.21,True,Medium_Value
5887,1997,63,20250626,2025-06-26,PAID,SMS,85.52,True,Low_Value
9131,1745,63,20250624,2025-06-24,PAID,SMS,98.95,True,Low_Value
10282,322,64,20241008,2024-10-08,PAID,Email,153.72,True,Medium_Value
13607,103,64,20241009,2024-10-09,PAID,Direct,299.78,True,Medium_Value
10037,1940,65,20240803,2024-08-03,PAID,Social,91.49,True,Low_Value
746,1722,65,20240725,2024-07-25,PAID,Push,176.42,True,Low_Value
8030,1639,65,20240819,2024-08-19,PAID,Email,78.67,True,Low_Value
2981,1478,65,20240728,2024-07-28,PAID,Push,80.5,True,Low_Value
9304,1217,65,20240807,2024-08-07,PAID,Social,105.15,True,Low_Value
4131,902,65,20240721,2024-07-21,PAID,Push,49.54,True,Low_Value
1320,443,65,20240731,2024-07-31,PAID,Push,76.09,True,Low_Value
12950,390,65,20240809,2024-08-09,PAID,Push,106.2,True,Low_Value
6874,1371,67,20250320,2025-03-20,PAID,Direct,54.69,True,Low_Value
9478,1941,68,20250619,2025-06-19,PAID,Email,852.09,True,High_Value
2461,1843,68,20250604,2025-06-04,PAID,SMS,330.03,True,Medium_Value
4855,1770,68,20250606,2025-06-06,PAID,Email,446.88,True,High_Value
10267,1748,68,20250624,2025-06-24,CANCEL,Direct,470.89,True,High_Value
11463,1579,68,20250628,2025-06-28,PAID,Direct,536.74,True,High_Value
3509,1210,68,20250625,2025-06-25,PAID,Email,72.64,True,New_Customer
8172,1171,68,20250520,2025-05-20,PAID,Push,122.04,True,Low_Value
11901,1044,68,20250526,2025-05-26,PAID,Email,232.71,True,High_Value
1911,995,68,20250602,2025-06-02,PAID,Push,114.4,True,Medium_Value
595,813,68,20250526,2025-05-26,PAID,SMS,149.41,True,New_Customer
2378,804,68,20250616,2025-06-16,PAID,Email,170.56,True,New_Customer
6447,804,68,20250601,2025-06-01,PAID,Direct,154.62,True,New_Customer
9789,693,68,20250517,2025-05-17,PAID,Email,155.41,True,Medium_Value
2874,661,68,20250626,2025-06-26,PAID,Direct,293.8,True,Medium_Value
5818,653,68,20250515,2025-05-15,PAID,SMS,142.87,True,Low_Value
5924,653,68,20250605,2025-06-05,PAID,Email,100.5,True,Low_Value
151,575,68,20250531,2025-05-31,PAID,Email,58.02,True,New_Customer
6604,491,68,20250623,2025-06-23,PAID,SMS,239.48,True,New_Customer
10169,487,68,20250527,2025-05-27,PAID,Email,99.41,True,Medium_Value
10365,365,68,20250518,2025-05-18,PAID,Social,534.24,True,High_Value
10492,323,68,20250608,2025-06-08,PAID,Direct,192.88,True,Medium_Value
7883,193,68,20250608,2025-06-08,PAID,Email,137.77,True,Low_Value
12453,111,68,20250520,2025-05-20,PAID,Social,147.49,True,Medium_Value
13126,73,68,20250615,2025-06-15,CANCEL,Email,280.33,True,High_Value
3329,48,68,20250607,2025-06-07,PAID,Email,55.51,True,Low_Value
14477,855,69,20250325,2025-03-25,PAID,SMS,94.72,True,Low_Value
9862,832,69,20250329,2025-03-29,PAID,Push,103.3,True,Low_Value
8074,124,69,20250419,2025-04-19,PAID,SMS,124.84,True,Low_Value
10101,1846,72,20241229,2024-12-29,PAID,Direct,187.0,True,New_Customer
11147,1651,72,20241204,2024-12-04,PAID,SMS,75.54,True,New_Customer
4694,514,72,20241212,2024-12-12,PAID,Email,96.42,True,New_Customer
4134,1791,73,20250209,2025-02-09,PAID,Direct,166.9,True,Medium_Value
9424,106,73,20250218,2025-02-18,PAID,SMS,210.56,True,Medium_Value
1475,1641,76,20250116,2025-01-16,PAID,Social,145.02,True,Medium_Value
1605,1486,76,20250128,2025-01-28,PAID,Direct,137.44,True,Medium_Value
6689,581,76,20250111,2025-01-11,PAID,Email,240.71,True,Medium_Value
13497,309,76,20250202,2025-02-02,PAID,Social,162.93,True,Medium_Value
1430,1949,77,20240831,2024-08-31,PAID,Direct,151.46,True,Medium_Value
2415,1750,77,20240723,2024-07-23,CANCEL,Email,92.73,True,Low_Value
840,1734,77,20240904,2024-09-04,PAID,Social,124.01,True,Low_Value
1175,1590,77,20240830,2024-08-30,PAID,SMS,114.06,True,New_Customer
12739,1505,77,20240907,2024-09-07,PAID,Push,96.06,True,Low_Value
13541,1482,77,20240819,2024-08-19,PAID,SMS,263.81,True,High_Value
774,1440,77,20240823,2024-08-23,PAID,SMS,198.36,True,Medium_Value
4563,1349,77,20240825,2024-08-25,PAID,SMS,148.94,True,Medium_Value
10625,1309,77,20240830,2024-08-30,PAID,Email,109.8,True,Medium_Value
12559,1274,77,20240903,2024-09-03,CANCEL,SMS,58.18,True,Low_Value
8022,1255,77,20240820,2024-08-20,PAID,SMS,44.06,True,Low_Value
1619,1214,77,20240902,2024-09-02,PAID,Social,161.76,True,New_Customer
4303,1156,77,20240823,2024-08-23,PAID,Social,321.34,True,High_Value
13174,892,77,20240830,2024-08-30,PAID,SMS,212.18,True,Medium_Value
6483,573,77,20240912,2024-09-12,PAID,SMS,158.01,True,Medium_Value
2170,476,77,20240828,2024-08-28,CANCEL,SMS,60.96,True,New_Customer
9525,433,77,20240726,2024-07-26,PAID,Social,151.67,True,Medium_Value
9262,30,77,20240723,2024-07-23,PAID,Email,42.76,True,New_Customer
5446,1880,80,20250420,2025-04-20,PAID,Push,114.22,True,Medium_Value
1186,1744,80,20250426,2025-04-26,PAID,Push,176.66,True,Medium_Value
500,1496,80,20250423,2025-04-23,PAID,SMS,37.34,True,New_Customer
9501,858,80,20250428,2025-04-28,PAID,Push,70.41,True,New_Customer
3477,1719,81,20241125,2024-11-25,PAID,Direct,72.17,True,Low_Value
4175,1827,82,20241105,2024-11-05,PAID,Push,168.4,True,Low_Value
2863,1205,82,20241120,2024-11-20,PAID,Push,394.14,True,High_Value
1447,1120,82,20241118,2024-11-18,PAID,Push,153.38,True,Medium_Value
12299,805,82,20241118,2024-11-18,PAID,Direct,664.15,True,High_Value
9936,511,82,20241214,2024-12-14,PAID,Direct,349.09,True,High_Value
7909,133,82,20241214,2024-12-14,PAID,Direct,76.7,True,Low_Value
13516,1963,83,20241123,2024-11-23,CANCEL,Push,139.08,True,Low_Value
14499,1865,83,20241130,2024-11-30,PAID,Email,155.06,True,Low_Value
2560,1636,83,20241124,2024-11-24,PAID,Email,93.01,True,Low_Value
2119,724,83,20241101,2024-11-01,PAID,SMS,104.43,True,Low_Value
516,177,83,20241030,2024-10-30,PAID,Social,117.99,True,Low_Value
14012,1619,84,20241001,2024-10-01,PAID,Push,178.24,True,New_Customer
2183,1330,84,20241006,2024-10-06,CANCEL,Social,191.36,True,Medium_Value
9963,1215,84,20241009,2024-10-09,PAID,Direct,126.37,True,New_Customer
11771,1135,84,20241011,2024-10-11,PAID,SMS,198.05,True,New_Customer
12888,1080,84,20241003,2024-10-03,PAID,SMS,119.0,True,Medium_Value
11019,679,84,20241002,2024-10-02,PAID,Push,129.45,True,Medium_Value
923,518,84,20241003,2024-10-03,PAID,SMS,161.3,True,New_Customer
5455,469,84,20241001,2024-10-01,PAID,Email,184.32,True,Medium_Value
11826,222,84,20241006,2024-10-06,PAID,Push,206.34,True,Medium_Value
13142,1923,86,20250503,2025-05-03,PAID,SMS,174.2,True,Medium_Value
9461,1797,86,20250430,2025-04-30,PAID,Push,175.35,True,New_Customer
9078,1478,86,20250505,2025-05-05,PAID,Push,77.01,True,Low_Value
8460,1428,86,20250428,2025-04-28,CANCEL,Email,231.03,True,Medium_Value
6712,948,86,20250512,2025-05-12,PAID,SMS,77.41,True,New_Customer
13121,872,86,20250429,2025-04-29,CANCEL,Email,69.27,True,New_Customer
11021,580,86,20250502,2025-05-02,PAID,Email,227.2,True,New_Customer
6546,566,86,20250509,2025-05-09,CANCEL,Social,64.56,True,Low_Value
14408,1755,87,20241011,2024-10-11,PAID,Social,242.49,True,High_Value
3687,1600,87,20241007,2024-10-07,CANCEL,Email,38.35,True,Low_Value
10727,1213,87,20241010,2024-10-10,PAID,Social,223.0,True,High_Value
2733,1626,88,20250530,2025-05-30,PAID,Direct,100.15,True,Low_Value
14595,1302,88,20250512,2025-05-12,PAID,Email,121.38,True,Low_Value
5198,1047,88,20250507,2025-05-07,PAID,Direct,87.98,True,Low_Value
3102,179,88,20250425,2025-04-25,PAID,Social,104.93,True,Low_Value
13217,999,89,20241024,2024-10-24,PAID,Push,622.89,True,High_Value
7242,490,89,20241031,2024-10-31,PAID,SMS,767.41,True,High_Value
10289,1345,94,20250203,2025-02-03,PAID,Email,173.23,True,New_Customer
11335,429,94,20250205,2025-02-05,PAID,Direct,110.01,True,New_Customer
5954,1956,95,20241108,2024-11-08,PAID,Direct,163.8,True,Low_Value
14804,1094,95,20241108,2024-11-08,PAID,Social,91.71,True,Low_Value
12177,300,95,20241010,2024-10-10,PAID,Social,61.66,True,Low_Value
12356,179,95,20241120,2024-11-20,PAID,SMS,116.73,True,Low_Value
7343,1663,96,20241202,2024-12-02,PAID,SMS,38.38,True,Low_Value
4874,1107,96,20241202,2024-12-02,CANCEL,Direct,131.18,True,Low_Value
6431,1935,98,20250529,2025-05-29,PAID,Push,52.53,True,Low_Value
5858,1685,98,20250628,2025-06-28,PAID,SMS,79.7,True,Low_Value
10653,781,99,20240820,2024-08-20,PAID,Direct,92.09,True,Low_Value
4600,704,101,20240916,2024-09-16,PAID,Direct,88.02,True,Low_Value
14946,1473,104,20241231,2024-12-31,CANCEL,Social,125.45,True,Low_Value
5962,1354,104,20250103,2025-01-03,PAID,Social,71.06,True,Low_Value
6016,1175,104,20241231,2024-12-31,PAID,Social,84.83,True,Low_Value
13102,1835,105,20240913,2024-09-13,PAID,Email,90.73,True,Low_Value
2054,1469,105,20240823,2024-08-23,PAID,Direct,47.45,True,Low_Value
7986,193,105,20240913,2024-09-13,PAID,SMS,129.3,True,Low_Value
13531,176,105,20240824,2024-08-24,PAID,Push,88.09,True,Low_Value
2147,1482,110,20241202,2024-12-02,PAID,SMS,281.52,True,High_Value
11063,1213,110,20241210,2024-12-10,PAID,Push,217.19,True,High_Value
6693,1166,112,20250210,2025-02-10,PAID,Email,610.11,True,High_Value
14272,741,112,20250228,2025-02-28,PAID,SMS,499.35,True,High_Value
8339,1732,113,20250228,2025-02-28,PAID,Social,129.64,True,Medium_Value
11572,1613,113,20250228,2025-02-28,PAID,Social,120.16,True,Low_Value
13671,1600,113,20250222,2025-02-22,PAID,Email,33.23,True,Low_Value
3512,1492,113,20250227,2025-02-27,PAID,Social,846.13,True,High_Value
2085,1454,113,20250207,2025-02-07,PAID,Social,233.99,True,High_Value
14421,1420,113,20250220,2025-02-20,PAID,Social,73.5,True,New_Customer
13461,1375,113,20250210,2025-02-10,CANCEL,Direct,69.62,True,New_Customer
4634,1314,113,20250212,2025-02-12,CANCEL,Email,62.43,True,New_Customer
6439,1256,113,20250210,2025-02-10,PAID,SMS,190.38,True,New_Customer
1351,1234,113,20250218,2025-02-18,PAID,Direct,179.07,True,New_Customer
1289,1224,113,20250316,2025-03-16,CANCEL,Social,159.03,True,Low_Value
2634,1218,113,20250227,2025-02-27,CANCEL,Social,474.92,True,High_Value
4682,1218,113,20250223,2025-02-23,PAID,Social,607.12,True,High_Value
12439,1212,113,20250310,2025-03-10,PAID,Direct,66.31,True,New_Customer
5834,1191,113,20250312,2025-03-12,PAID,Push,118.97,True,Low_Value
598,1002,113,20250208,2025-02-08,CANCEL,Social,147.39,True,Low_Value
1733,875,113,20250302,2025-03-02,PAID,Push,80.98,True,Low_Value
8527,633,113,20250319,2025-03-19,CANCEL,Push,239.2,True,Medium_Value
60,352,113,20250311,2025-03-11,PAID,Direct,36.91,True,Low_Value
13936,285,113,20250209,2025-02-09,PAID,Email,82.1,True,Low_Value
181,192,113,20250221,2025-02-21,CANCEL,Social,222.22,True,Medium_Value
9436,43,113,20250317,2025-03-17,PAID,Direct,248.37,True,Medium_Value
1134,14,113,20250228,2025-02-28,PAID,Social,252.73,True,New_Customer
9699,1788,115,20250702,2025-07-02,PAID,Social,174.09,True,New_Customer
7436,1023,115,20250629,2025-06-29,PAID,Push,133.38,True,New_Customer
11661,1,115,20250701,2025-07-01,PAID,Email,97.15,True,New_Customer
7845,955,117,20250703,2025-07-03,CANCEL,Email,214.4,True,New_Customer
8715,581,117,20250629,2025-06-29,PAID,Direct,283.84,True,Medium_Value
12058,546,118,20240819,2024-08-19,PAID,Direct,324.56,True,High_Value
12107,1974,119,20250129,2025-01-29,PAID,Email,323.54,True,High_Value
10150,1895,119,20250211,2025-02-11,PAID,Email,191.52,True,Medium_Value
13252,1895,119,20250116,2025-01-16,PAID,Email,236.67,True,Medium_Value
11451,1826,119,20250113,2025-01-13,PAID,Direct,564.98,True,High_Value
13330,1544,119,20250227,2025-02-27,PAID,Email,241.37,True,New_Customer
9956,1434,119,20250123,2025-01-23,PAID,Email,606.56,True,High_Value
3548,1344,119,20250126,2025-01-26,CANCEL,Push,70.29,True,New_Customer
13110,1215,119,20250115,2025-01-15,PAID,Email,137.76,True,New_Customer
14548,1065,119,20250111,2025-01-11,PAID,Push,131.77,True,New_Customer
882,582,119,20250131,2025-01-31,PAID,Push,72.87,True,Low_Value
675,468,119,20250203,2025-02-03,PAID,Social,236.14,True,Medium_Value
154,212,119,20250112,2025-01-12,PAID,Social,122.56,True,Low_Value
7208,103,119,20250217,2025-02-17,PAID,Direct,221.18,True,Medium_Value
13808,1020,120,20240811,2024-08-11,PAID,SMS,97.29,True,Low_Value
3993,964,120,20240818,2024-08-18,PAID,Push,157.85,True,Low_Value
1829,904,120,20240820,2024-08-20,PAID,Push,75.05,True,Low_Value
1699,701,120,20240722,2024-07-22,PAID,Social,118.87,True,Low_Value
13381,680,120,20240821,2024-08-21,CANCEL,Push,98.21,True,Low_Value
8289,229,120,20240831,2024-08-31,PAID,Email,88.71,True,Low_Value
6512,177,120,20240824,2024-08-24,PAID,SMS,97.31,True,Low_Value
6198,113,120,20240816,2024-08-16,PAID,Push,153.25,True,Low_Value
12399,1997,125,20250112,2025-01-12,CANCEL,Push,104.36,True,Low_Value
8293,1991,125,20250118,2025-01-18,PAID,Email,57.04,True,Low_Value
13868,1865,125,20250111,2025-01-11,PAID,Email,128.32,True,Low_Value
4156,1835,125,20241226,2024-12-26,CANCEL,Email,92.38,True,Low_Value
2229,1707,125,20250103,2025-01-03,CANCEL,Email,67.21,True,New_Customer
2893,1629,125,20241208,2024-12-08,PAID,Direct,73.11,True,New_Customer
12422,1628,125,20241221,2024-12-21,PAID,Email,38.01,True,Low_Value
7676,1619,125,20250104,2025-01-04,PAID,SMS,184.21,True,New_Customer
4404,1380,125,20250112,2025-01-12,PAID,SMS,446.0,True,High_Value
13316,1362,125,20250117,2025-01-17,PAID,Direct,119.91,True,New_Customer
3069,1234,125,20250125,2025-01-25,PAID,Direct,194.71,True,New_Customer
10993,1210,125,20241231,2024-12-31,PAID,SMS,96.33,True,New_Customer
11613,1159,125,20250201,2025-02-01,PAID,Direct,134.64,True,Low_Value
9786,1114,125,20241218,2024-12-18,PAID,Email,110.5,True,Low_Value
14034,913,125,20241231,2024-12-31,CANCEL,Email,313.32,True,High_Value
9953,911,125,20250125,2025-01-25,PAID,Social,139.85,True,Medium_Value
12448,888,125,20241230,2024-12-30,PAID,Email,95.98,True,New_Customer
8952,838,125,20250122,2025-01-22,CANCEL,Email,373.17,True,High_Value
13605,821,125,20241217,2024-12-17,PAID,Email,117.76,True,Low_Value
290,723,125,20250201,2025-02-01,CANCEL,Email,268.55,True,Medium_Value
2970,723,125,20250102,2025-01-02,PAID,Email,299.27,True,Medium_Value
8438,673,125,20250121,2025-01-21,PAID,Email,116.64,True,New_Customer
11312,660,125,20241221,2024-12-21,PAID,Social,646.33,True,High_Value
11601,575,125,20241223,2024-12-23,PAID,Email,64.49,True,New_Customer
11827,447,125,20241221,2024-12-21,PAID,Email,151.19,True,Low_Value
9246,438,125,20241226,2024-12-26,CANCEL,Direct,115.72,True,New_Customer
9687,320,125,20250118,2025-01-18,PAID,Email,57.03,True,Low_Value
13147,248,125,20250201,2025-02-01,PAID,Email,116.26,True,Medium_Value
6034,245,125,20250106,2025-01-06,PAID,Email,67.48,True,Low_Value
396,167,125,20241222,2024-12-22,PAID,Email,136.99,True,New_Customer
7627,167,125,20250131,2025-01-31,PAID,Email,174.16,True,New_Customer
3892,108,125,20250110,2025-01-10,PAID,Email,58.83,True,New_Customer
13729,100,125,20250129,2025-01-29,PAID,Direct,101.72,True,Low_Value
6108,61,125,20250109,2025-01-09,PAID,Social,119.85,True,Medium_Value
47,1149,126,20240807,2024-08-07,CANCEL,SMS,347.55,True,High_Value
3760,777,126,20240801,2024-08-01,PAID,Email,580.98,True,High_Value
4371,1900,128,20250308,2025-03-08,CANCEL,SMS,46.9,True,Low_Value
4179,1670,128,20250310,2025-03-10,PAID,SMS,463.85,True,High_Value
12602,1372,128,20250310,2025-03-10,CANCEL,SMS,50.63,True,Low_Value
14462,1298,128,20250301,2025-03-01,PAID,SMS,136.5,True,New_Customer
10925,970,128,20250228,2025-02-28,PAID,SMS,51.45,True,Low_Value
6336,622,128,20250312,2025-03-12,CANCEL,SMS,169.45,True,New_Customer
7522,413,128,20250316,2025-03-16,CANCEL,SMS,159.17,True,Medium_Value
6136,207,128,20250306,2025-03-06,PAID,SMS,142.39,True,New_Customer
1183,21,128,20250311,2025-03-11,PAID,Email,264.53,True,High_Value
5829,1854,130,20241222,2024-12-22,CANCEL,Email,220.41,True,Medium_Value
8169,486,131,20250605,2025-06-05,CANCEL,Direct,159.65,True,New_Customer
3413,210,131,20250531,2025-05-31,PAID,SMS,128.74,True,New_Customer
10480,1265,134,20241224,2024-12-24,PAID,Direct,96.1,True,New_Customer
11228,297,135,20241027,2024-10-27,PAID,Direct,166.21,True,Low_Value
12336,18,135,20241031,2024-10-31,PAID,Push,98.66,True,Low_Value
